Document Title,Abstract,Chosen,Authors,Publication Year,DOI,Link,Content type
"""Validation of Dozee, a Ballistocardiography-based Device, for Contactless and Continuous Heart Rate and Respiratory Rate Measurement""","""Long-term acquisition of respiratory and heart signals is useful in a variety of applications, including sleep analysis, monitoring of respiratory and heart disorders, and so on. Ballistocardiography (BCG), a non-invasive technique that measures micro-body vibrations caused by cardiac contractions as well as motion caused by breathing, snoring, and body movements, would be ideal for long-term vital parameter acquisition. Turtle Shell Technologies Pvt. Ltd.'s Dozee device, which is based on BCG, is a contactless continuous vital parameters monitoring system. It is designed to measure Heart Rate (HR) and Respiratory Rate (RR) continuously and without contact in a hospital setting or at home. A validation study for HR and RR was conducted using Dozee by comparing it to the vitals obtained from the FDA-approved Patient Monitor. This was done in a sleep laboratory setting over 110 nights in 51 subjects to evaluate HR and over 20 nights in 17 subjects to evaluate RR at the National Institute of Mental Health and Neurosciences (NIMHANS), Bangalore, India. Approximately 789 hours data for HR and approximately 112 hours data for RR was collected. Dozee was able to achieve a mean absolute error of 1.72 bpm for HR compared to the gold standard ECG. A mean absolute error of ∼1.24 breaths/min was obtained in determining RR compared to currently used methods. Dozee is ideal for long-term contactless monitoring of vital parameters due to its low mean absolute errors in measuring both HR and RR. Clinical Relevance— Continuous and long-term vitals monitoring is known to enable early screening of clinical deterioration, improve patient outcomes and reduce mortality. Current methods of continuous monitoring are overly complex, costly, and rely heavily on patient compliance. The proposed remote vitals monitoring solution based on BCG was found to be at par with gold standard methods of recording HR and RR. As a result, clinicians can use it to effectively monitor patients in both the hospital and at home.""",,"""V. Saran; R. Kumar; G. Kumar; K. Chokalingam; M. Rawooth; G. Parchani""",2022,10.1109/EMBC48229.2022.9871007,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9871007,IEEE Conferences
"""Generation of vital event notifications from DHIS2 for strengthening CRVS system""","""Vital events such as birth, death, marriage and divorce are recorded by the civil registration systems, and they are the major sources of national vital statistics. In most of the developing and under-developed countries, the civil registration and vital statistics systems are non-existent or weak. As a consequence, fertility, mortality and other key demographic information are not calculated from actual data on a continuous basis, these data are rather estimated through survey and do not cover large segments of the population. However, vital statistics data are important to any government for proper planning, resource allocation and development. Manual birth and death registrations is time-consuming and inconceivable for a large population. Information technology has already become an effective tool in the civil registration processes, but the registrar general office for birth and death has to depend on the health department as the birth and death events occur at hospitals and health care facilities. Survey results show that birth registration rate within 45 days of birth is very low and it is only around 3% in Bangladesh. In order to strengthen registration system, coordination between registration agency and health department is necessary and a notification for birth/death event should be reported to the registration agency for further action. To address this issue, we have designed a system that will send a notification to the registrar general office when a birth record is obtained in the health information system. In Bangladesh, the District Health Information System version 2 (DHIS2) is used in the health department for aggregated data collection and reporting purpose. Thus we studied DHIS2 system to see the feasibility of generating birth and death notifications upon collection of field data by the community health workers and designed and implemented necessary interfaces for the field worker, DHIS2 and Registrar general office. The system implementation was accomplished using MySQL as the back-end database and object oriented PHP as the application programming interface.""",,"""F. Haque; F. Tamanna; R. Palit""",2017,10.1109/CCWC.2017.7868446,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7868446,IEEE Conferences
"""Smart Crowd Control Management System For Light Rail Transit (LRT) 1""","""In the Philippines, Light Rail Transit (LRT) 1 is one of the most used public mass rapid transports by Filipino commuters in going to their respective destinations in Metro Manila. However, conditions of the trains have been deteriorating over the past years resulting to insufficient numbers of trains to meet the commuter demands during peak hours causing irate passengers, delays in train arrival and uncomfortably crowded stations and trains. Currently, LRT1 implements Passenger Limit Per Platform (PLPP) to regulate load capacity at the station platforms, prevent overloading of trains and congestion at the paid area. But the said scheme is being done manually which is tedious to staff and is prone to error. Thus, this study presents the integration of embedded system and different software applications to manage the crowd of all LRT1 stations platforms and trains intelligently. A Simulation software was developed to populate data to different stations that are relevant during operations in the absence of the station prototype. Integration and acceptance tests showed that all components of the system are functioning accurately according to the predetermined design specifications. The developed system proves to be functionally acceptable in terms of suitability and accuracy, and highly functional in terms of security. Thus, the overall system is functionally acceptable as perceived by the respondents as manifested by the mean rating of 3.28.""",,"""M. L. I. Goh; J. E. E. Goh""",2019,10.1109/ICCIKE47802.2019.9004316,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9004316,IEEE Conferences
"""Time Delay Estimation of Ultra High Frequency Signals Radiated from Partial Discharge Sources""","""Supply of uninterrupted power is of present need in progressing India. The most of these interruptions occur mainly due to failures in insulations of electrical apparatus. Therefore, the present work aimed at developing an early warning system for electrical distribution substations by predicting insulation breakdown. This paper, focused on time delay estimation in between the UHF signals received at multiple sensors placed around the substation. The delay estimation is most critical and essential part in detection and localization of electrical component having weakness or some defects in insulation and act as PD source. Unfortunately, the radiated UHF signals are highly contaminated with noise, form mobile, TV, and Radio broadcastings. Previous works on time delay estimation in the area mainly depends on time domain based estimation procedures, such as first peak (FP), cumulative energy (CE), and cross correlation (CC). However, recent study reveals that, each PD sources having less variant and almost unique frequency domain based signature. Therefore, in the work, Generalized Cross Correlation (GCC) which is a frequency domain based correlation technique for estimation of time delay has been investigated in details. In the work different weighing functions for the GCC, such as Smoothed Coherence Transform (SCOT), the Phase Transform (PHAT), the Eckart Filter (EF) and the Maximum Likelihood (ML) estimator. The study reveals that the GCC with ML function provide most accurate and precise estimation of time delay.""",,"""B. Anitha; C. Koley""",2018,10.1109/ASPCON.2018.8748867,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8748867,IEEE Conferences
"""Energy consumption-based performance tuning of software and applications using Particle Swarm Optimization""","""Software development is increasing amidst of various emerging concerns for new technological trends, namely, grids, clouds, and HPC. However, Software developers of such technologies, to be more specific, are concerned about the performance aspects of their code - for instances, the developers are worried about the memory leakage, pipeline stalls, cache misses, and so forth. Recently, energy consumption analysis and tuning of software/applications have enabled a wide research spectrum among HPC research community. This research is crucial for developing an eco-friendly compute machines. In this scenario, our paper reveals a methodology which does energy consumption-based tuning of software and applications when Particle Swarm Optimization (PSO) algorithm was used in EnergyAnalyzer. EnergyAnalyzer is an online-based energy analysis tool which is a Department of Science and Technology, India, funded ongoing project. The research study was carried out in HPCCLoud Research Laboratory of our premise which comprises of a HP ProLiant 48 core compute machine.""",,"""S. Benedict; R. S. Rejitha; C. Bency Bright""",2012,10.1109/CONSEG.2012.6349513,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6349513,IEEE Conferences
"""The AirSpeck Family of Static and Mobile Wireless Air Quality Monitors""","""The Automatic Urban and Rural Network (AURN) [1] is a set of high quality reference monitoring sites for recording air quality in the United Kingdom. They are costly to install and expensive to run, and are therefore limited in numbers. The data from these networks are used to inform regulatory compliance with the Ambient Air Quality Directives [2]. There is also a requirement to monitor air pollution at sufficiently high spatial and temporal resolutions around people to estimate personal exposure to particulates, and gases such as Nitrogen Dioxide and Ozone for better understanding their health impacts. Such high resolution measurements can also be used for validating the air quality models' estimates of variability over space and time due to complex interactions. Networks of air-quality monitors using inexpensive sensors offer a cost-effective alternative approach for recording trends in air quality at a higher spatial resolution, albeit not as accurately as the reference monitoring sites. This paper describes the design, implementation, and deployment of a family of air quality monitors: stationary (AirSpeck-S) monitors for measuring ambient air quality, and mobile wearable AirSpeck-P for monitoring personal exposure to air borne particulates (PM10, PM2.5 and PM1), and the gases - Nitrogen Dioxide and Ozone. Results are presented for characterising the ambient air quality in public spaces gathered from people wearing the AirSpeck-P monitors who are out and about in two cities as pedestrians (Edinburgh, Scotland) and as car passengers (Delhi, India). The paper demonstrates the viability of using inexpensive static and mobile AirSpeck monitors for mapping trends in particulate concentrations in urban spaces. Results are presented for comparisons of the mobile personal exposure data from pedestrians with static AirSpeck-S monitors along the same route, and the characterization of urban spaces based on levels of particulate concentration using the AirSpeck-P monitor.""",,"""D. K. Arvind; J. Mann; A. Bates; K. Kotsev""",2016,10.1109/DSD.2016.110,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7723555,IEEE Conferences
"""Assessing Impact of Carbon-smart Farming Practices in Rice with Mobile Crowdsensing""","""Soil Organic Carbon (SOC) is an important constituent of measures that govern soil health. Sequestration of carbon in the soil is a major growing focus of sustainability initiatives world-wide to reduce carbon footprint in the atmosphere and counter the effects of global warming. India is the world's largest rice producer by area, estimated at about 44.0 million hectares. Sustainable crop and land management practices play a crucial role in enabling more carbon to be absorbed by the soils and potentially generate carbon-credits which could be traded. Mobile Crowdsensing (MCS) can play a pivotal role in this by serving as a channel to acquire the data and generate insights to take in-season decisions and get a compliance-view on carbon-smartness of farm-operations. We present our study to digitally assess through crowdsensing the carbon smartness and stock of different agricultural fields in the Cauvery Delta Zone (CDZ) of Tamil Nadu, India. A set of ten selected farmers were divided into two observation groups CSCP-1 and CSCP-2. CSCP-1 followed organic practices and CSCP-2 followed integrated nutrient management practices with inorganic components. AI in the form of imaging with deep learning was used to validate across both the groups the granularity of operations like tillage that have a significant impact on the level of carbon sequestration. A process model approach was used to simulate the temporal changes in soil organic carbon (SOC) for all the farmers to serve as a continuous feedback on carbon footprint in response to operations reported. SOC levels were obtained for the entire rice season including pre-sowing and post-harvest periods where CSCP-1 farmers sequestrated more carbon than CSCP-2 farmers in general. Results showed an increase of 0.51 tC/ha in carbon stock for CSCP-1 farmers at the end of the season while the corresponding increase was 0.23 tC/ha for CSCP-2 farmers. Within the CSCP-2 group that adopted inorganic practices, farmers following intensive tillage sequestrated even less soil organic carbon at 0.17 tC/ha. MCS coupled with AI and process models therefore can help evolve a real-time carbon-smartness profile for every farm towards better strategic and management decisions.""",,"""R. Kulat; M. Sakkan; P. Jain; S. Sarangi; S. Pappula""",2022,10.1109/TENSYMP54529.2022.9864367,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9864367,IEEE Conferences
"""Zigbee and GSM based patient health monitoring system""","""Care of critically ill patient, requires spontaneous & accurate decisions so that life-protecting & lifesaving therapy can be properly applied. Statistics reveal that every minute a human is losing his/her life across the globe. More close in India, everyday many lives are affected by heart attacks and more importantly because the patients did not get timely and proper help. This paper is based on monitoring of patients. We have designed and developed a reliable, energy efficient patient monitoring system. It is able to send parameters of patient in real time. It enables the doctors to monitor patient's health parameters (temp, heartbeat, ECG, position) in real time. Here the parameters of patient are measured continuously (temp, heartbeat, ECG) and wirelessly transmitted using Zigbee. This project provides a solution for enhancing the reliability and flexibility by improving the performance and power management of the patient monitoring system. In the current proposed system the patient health is continuously monitored and the acquired data is analyzed at a centralized ARM microcontroller. If a particular patient's health parameter falls below the threshold value, an automated SMS is sent to the pre-configured Doctor's mobile number using a standard GSM module interfaced to the ARM microcontroller. Here, we are using Zigbee for wireless transmission. The Doctor can get a record of a particular patient's information by just accessing the database of the patient on his PC which is continuously updated through Zigbee receiver module.""",,"""Purnima Puneet Singh""",2014,10.1109/ECS.2014.6892762,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6892762,IEEE Conferences
"""Blockchain: Elements of Physical Architecture, Empowering Features and Applications in the Indian Power Sector""","""As businesses grow, trust among participating stakeholders assumes prime importance. The transparency and efficiency in the transactions that occur in these businesses are equally valuable as the profits. Digitization of the economy helps ease-out the conduct of business; however, the increase in vulnerability to cyber-attacks is also on the rise. Blockchain technology revolutionizes the way digital transactions can occur and holds much promise in securing the flow of information that primarily drives them. Such a distributed ledger framework allows the traceability of a transaction through its immutable chain of blocks. Each block registers a time-stamped information set, verified by all the stakeholders involved in the business. These sets of features and much more make the blockchain technology an immensely powerful force to bring in transparency, efficiency, and trust in various industries. The paper's primary focus is given the features that empower a blockchain to facilitate various tasks securely, efficiently, and smoothly in a power sector. It also gives impressions of pilot projects in India with blockchain applications in different sectors. Glimpses of a prototype developed by the authors for managing the trading of rooftop solar energy among a set of consumers have been provided as one of the applications in power distribution.""",,"""N. Hadiya; V. Kulshreshtha; R. Bhakar; G. Vashishtha; A. Datta""",2020,10.1109/NPSC49263.2020.9331926,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9331926,IEEE Conferences
"""Autonomous Surface Vehicle for Real-time Monitoring of Water Bodies in Bangladesh""","""In this project, we have tried to develop a system to monitor water quality data of some water bodies in Dhaka city using a small autonomous hovering boat. It is a matter of concern that the water we have access to in Bangladesh is polluted and lacks a proper monitoring system. To manage and protect water, reliable and dynamic water monitoring is a must. Water monitoring systems that exist today require human intervention and expensive methodologies. Moreover, it is difficult to gather, analyze and index water quality data using these conventional systems. This problem can be solved by automating the process and reducing the dependency on existing flawed systems. The proposed project uses a miniature boat shaped automated hovering platform for mobility in water which is guided by a GPS and compass. The device consists of several water quality sensors for on-board data collection. At the same time, a small pump is used to collect water samples for laboratory tests and further analysis. Further, the system is integrated in a communication system to autonomously store data on real time servers through internet connectivity. Being lightweight and rechargeable the portable device can be taken to remote places conveniently. Therefore, this autonomous GPS guided water monitoring system can have a positive impact on water quality monitoring as well as assessment of water quality parameters.""",,"""S. R. Arko; R. B. Issa; M. Das; M. S. Rahman""",2020,10.1109/IEEECONF38699.2020.9389350,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9389350,IEEE Conferences
"""Fuzzy Models for Water Quality Assessment""","""Water is the most abundant substance on the earth and is the principal constituent of all living things. At the present time rising populations and improving living standards are placing increasing pressers on available water resources. In past, fuzzy rationale based methodologies have shown to be fitting to address subjectivity and vulnerability in natural issues. In this examination, an approach dependent on Fuzzy System to survey the quality of water based on limited observations is proposed. A model for water quality with fuzzy reasoning has been developed for drinking and irrigational use. Application of proposed fuzzy model is demonstrated with a case study for Yamuna River, located in India. River water quality fuzzy model based on four water parameters pH, Dissolved Oxygen (DO), Total Dissolved Solids (TDS) & Chemical Oxygen Demand (COD) and two outputs was used to evaluate the Yamuna River quality.""",,"""L. Arya; G. Srivastava""",2019,10.1109/ICICT46931.2019.8977693,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8977693,IEEE Conferences
"""Assessing impact of seasonal rainfall on rice crop yield of Rajasthan, India using association rule mining""","""Developing countries which are highly dependent on agriculture have shown growing concern that climate variability will further impact on food security. It is important to have a deeper understanding of the impact of this climate change on crop production and food security. This paper assesses the impact of distributed seasonal rainfall on rice crop yield of Rajasthan state, India through data visualisation and application of association rule mining techniques. The dataset considered for the present study was of twenty nine districts of Rajasthan state for forty three years from 1960 to 2002 depending on the data availability. Three divisions were made for the rainfall in Kharif season from June to November. Beginning of the season was considered as June and July, Middle of the season as August and September and End of the season as October and November. The effect of variation in the rainfall at the beginning, middle and end of season on the rice crop yield was investigated and some interesting results are reported.""",,"""N. Gandhi; L. J. Armstrong""",2016,10.1109/ICACCI.2016.7732178,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7732178,IEEE Conferences
"""Study on Plausible Application of Bangabandhu Satellite -2 as a Search and Rescue Satellite Under Cospas-Sarsat Programme""","""To conduct the search and rescue operation rapidly, a satellite aided system, named Cospas-Sarsat, is providing excellent support by monitoring distress signals anywhere in the world and providing distress location to the concerned authority. A range of satellites with SAR transponders are being utilized for the purpose of relaying the signal to the ground segment. Bangladesh is conceptualizing the operation and application of its second satellite as a hybrid satellite, emphasizing on weather monitoring, disaster support etc. which can also be utilized in SAR activities. This paper discusses about the possibilities of exploiting BS-2 as a SAR satellite under the guidance of Cospas-Sarsat. The transponder and the distress beacon design have been described with the signal transmission technique between satellite and ground segments. Additionally, a coding and modulation method, 4D-8PSK-TCM has been discussed which can be implemented to achieve higher power efficiency followed by antenna specification for SAR system. To establish communication with BS-2 to other SAR satellites, the Inter Satellite Optical Wireless Communication (Is-OWC) technique has been also reviewed.""",,"""A. A. M. Shah Sadman""",2022,10.1109/STI56238.2022.10103354,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10103354,IEEE Conferences
"""A conceptual cloud-based model for developing e-commerce applications in context of Bangladesh""","""The paper focuses on Cloud Computing, which is emerged as an important technology for e-commerce industries. The authors, firstly, outline what cloud computing is, the state of the art of cloud research in e-commerce, and various existing cloud based e-commerce model; secondly, propose a conceptual cloud-based e-commerce model for developing e-commerce applications in Bangladesh. The proposed cloud-based e-commerce model would support e-commerce enterprises to meet the business goals in term of cost-effectiveness, security-effectiveness, availability and IT-resources (hardware, software) and services.""",,"""L. Rukhsara; F. Aklam; T. Nawer; N. S. Chauhan; M. N. Islam""",2016,10.1109/ICIEV.2016.7759979,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7759979,IEEE Conferences
"""Solar park in Gaza City: A proposed social business to bring renewable energy knowledge in the conflict region""","""Energy poverty, defined as the lack of access to modern energy services such as electricity and clean cooking facilities, can escalate violence in areas of conflict especially where the borders close off access to fuel, as in the case of Gaza. Renewable Energy technology could help bring people the feeling of hope and security and offers positive impact to their health and to the environment. The strategy of approaching peace through providing clean and safe energy solutions to civilians that are affected by violence is crucial. Grameen Shakti Model, a social business developed by the 2006 Noble Peace Prize Winner, Professor Muhammad Yunus in Bangladesh introduced Solar Home Systems (SHS), Biogas, and Improved Cookstoves to individual homes and has replicatied elsewhere. However, every country's situation is unique. In order to be effective and successful in expanding renewable energy in Gaza city, it is important to convince communities, researchers and governments to facilitate renewable energy applications in homes in the conflict area. The solar park as a social business integrating elements of the Grameen Shakti model is the first step to expose the Gaza city community and be a coordinating and training body for renewable energy initiatives. This paper illustrates statistical and technical elements of the Solar Park concept as well as the need for practical and demonstrative knowledge of the importance of renewable energy to offset the hazardous outcomes from the uses of existing fuel options.""",,"""Y. S. Qudaih; Y. Mitani; N. Amin""",2013,10.1109/GHTC.2013.6713661,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6713661,IEEE Conferences
"""Smart farming—A prototype for field monitoring and automation in agriculture""","""The agricultural productivity of India is gradually declining due to destruction of crops by various natural calamities and the crop rotation process being affected by irregular climate patterns. Also, the interest and efforts put by farmers lessen as they grow old which forces them to sell their agricultural lands, which automatically affects the production of agricultural crops and dairy products. This paper mainly focuses on the ways by which we can protect the crops during an unavoidable natural disaster and implement technology induced smart agro-environment, which can help the farmer manage large fields with less effort. Three common issues faced during agricultural practice are shearing furrows in case of excess rain or flood, manual watering of plants and security against animal grazing. This paper provides a solution for these problems by helping farmer monitor and control various activities through his mobile via GSM and DTMF technology in which data is transmitted from various sensors placed in the agricultural field to the controller and the status of the agricultural parameters are notified to the farmer using which he can take decisions accordingly. The main advantage of this system is that it is semi-automated i.e. the decision is made by the farmer instead of fully automated decision that results in precision agriculture. It also overcomes the existing traditional practices that require high money investment, energy, labour and time.""",,"""K. Sreeram; R. S. Kumar; S. V. Bhagavath; K. Muthumeenakshi; S. Radha""",2017,10.1109/WiSPNET.2017.8300148,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8300148,IEEE Conferences
"""IoT Instrumented Food and Grain Warehouse Traceability System for Farmers""","""In a developing country like India, agriculture is one of the main sectors in terms of income. Good food storage plays a very important role when it comes to food security that is affected by both food loss and food wastage. The losses can be reduced, which will automatically increase the amount of food availability. In this article, we proposed an IoT enabled monitoring system to deploy in remote areas where the accessibility is very minimum for farmers with good storage facilities to reduce food losses and increase food safety. This proposed framework monitors warehouse parameters such as temperature, humidity, CO, motion, vibration, and smoke which is highly affected to grains. The ESP32 WiFi module collects the data from the sensors and this module sends data to Node-red dashboard through MQTT broker. Multiple IoT nodes installed at a different location inside the warehouse and which will give information about the warehouse environment to the farmers through Mobile SMS and E-mail notification.""",,"""S. Banerjee; A. K. Saini; H. Nigam; V. Vijay""",2020,10.1109/AISP48273.2020.9073248,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9073248,IEEE Conferences
"""Genetic programming evolved spatial descriptor for Indian monuments classification""","""Travel and tourism are the largest service industries in India. Every year people visit tourist places. and upload pictures of their visit on social networking sites or share via mobile device with friends and relatives. Millions of such photographs are uploaded and it is almost impossible to manually classify these pictures as per the monuments they have visited. Classification is helpful to hoteliers for development of new hotel with state of the art amenities, to travel service providers, to restaurant owners, to government agencies for security etc. The proposed system extracts Genetic programming evolved spatial descriptor and classifies the Indian monuments visited by tourists based on linear Support Vector Machine(SVM). The proposed system is divided into 3 main phases: preprocessing, genetic programming evolution and classification. The Preprocessing phase converts images into a form suitable for processing by genetic programming system using Generalized Co-Occurrence Matrix. The second phase generates best so far spatial descriptor in the form of program based on the fitness. The Fitness is calculated using SVM. Once program is obtained as output it can be utilized for classification. The proposed system is implemented in MATLAB and achieves high accuracy.""",,"""M. S. Bhatt; T. P. Patalia""",2015,10.1109/CGVIS.2015.7449908,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7449908,IEEE Conferences
"""A novel two wheeler security system based on embedded system""","""In today's world it is commonly noticed that two wheelers are the most commonly used locomotives. As day by day population is increasing there is a heavy demand for new two wheelers. In Pune (Maharashtra) the RTO Office registered about 1.1 lakh new two wheeler from December 2014 to December 2015 and it goes on increasing in mega cities like Mumbai, Chennai, Kolkata and Delhi in India and till date there is no security or any antitheft provisions nor any instantaneous medical help providing mechanism for two wheeler users when accident occurs. The aim of this paper is to provide smart bike monitoring system that will help in saving human lives and also avoid robbing of vehicles. The system has three units that comprises of detecting an accident and providing a SMS to the mobile number stored in the memory. It will also give a vehicle tracking system that will give position and a wireless remote that will control on/off mechanism of the bike. The Side Stand automation mechanism will provide balance to the user and keep the user secure from the one minute wear and tear.""",,"""P. R. Rajarapollu; N. V. Bansode; P. P. Mane""",2016,10.1109/ICACCAF.2016.7748974,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7748974,IEEE Conferences
"""Making Toll Charges Collection Efficient and Trustless: A Blockchain-Based Approach""","""The paper attempted to combine the road toll charges collection systems and blockchain technology to examine how well these two concepts could fit together in terms of better functioning and security. Toll plazas in India have a colossal rush and are always questionable for their service and the actual amount of payment collection. To avoid the hustle and cash payment in the current situation, go for the e-payment system. This will really help to avoid carrying cash amount as well change of money. But the constraints are required internet for the execution of e payment system. In this system, we need trend people, standard procedures for the payment system, and enhanced technologies. An entire financial exchange is based on a bank and its network link. But the bank has a centralized system, and sometimes it is not secure. This research work proposed the toll payment system based on blockchain to provide a safer and manageable system. As the blockchain feature, this proposed model is secure and least chance to temple the data. In the working process of this system, we use mobile to read QR codes at the toll plaza for the payment. The system uses a smart contract to pay as per the traveling distance covered by the vehicle, and every toll system has a record of these transactions.""",,"""S. Soner; R. Litoriya; P. Pandey""",2021,10.1109/ICAC3N53548.2021.9725447,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9725447,IEEE Conferences
"""Human detection by measuring its distance based on IOT""","""Earlier days, we use to have security cameras for detection. But the main disadvantage was: Absence of mobility and Sophisticated cameras To overcome this disadvantage: We have find a way to detect the door when it is opened and we have to register that through a wifi connection. So the ‘door detection’ module should send data to a mobile over wifi when a door is opened an alarm is also raised. The distance is been measured by the device, if distance is more so that a person can move inside the alarm get raised and a sms is sent to user. By the alert msg user can be aware of any burglary taking place. Basic goal to make this project is to make people more secure in their absence at home. Our project one aim is to make India a IOT based country, to make people's lifestyle more comfortable and easy.""",,"""Y. Pingle; T. Ogale; N. C. Signh; S. Sandimani; V. Shirsath""",2016,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7724502,IEEE Conferences
"""Development of NavIC Based Asset Tracking System""","""With the advancement of technology, tracking has become necessary in every corner of the globe. With this in mind, a tracker that can be implemented with our navigation system, Navigation using Indian Constellation (NavIC), the functional name of the Indian regional navigation satellite system (IRNSS), appears to be more advantageous than the global positioning system (GPS), because NavlC focuses solely on India and is thus superior in terms of accuracy and speed. In this paper, a NavlC + G PS based tracking system is developed using the N av I C + Gps receiver module, GSM module, mobile phone, server, microcontroller, and sensors to track the vehicle location in terms of latitude and longitude sent via GSM module and operated via server and thus interact with the user. Furthermore, such a system has significant consequences in light of the increasing number of theft cases and security concerns.""",,"""Y. Dewangan; S. K. Awasthi""",2022,10.1109/GCAT55367.2022.9972052,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9972052,IEEE Conferences
"""An Artificial Intelligence and Cloud Based Collaborative Platform for Plant Disease Identification, Tracking and Forecasting for Farmers""","""Plant diseases are a major threat to farmers, consumers, environment and the global economy. In India alone, 35% of field crops are lost to pathogens and pests causing losses to farmers. Indiscriminate use of pesticides is also a serious health concern as many are toxic and biomagnified. These adverse effects can be avoided by early disease detection, crop surveillance and targeted treatments. Most diseases are diagnosed by agricultural experts by examining external symptoms. However, farmers have limited access to experts. Our project is the first integrated and collaborative platform for automated disease diagnosis, tracking and forecasting. Farmers can instantly and accurately identify diseases and get solutions with a mobile app by photographing affected plant parts. Real-time diagnosis is enabled using the latest Artificial Intelligence (AI) algorithms for Cloud-based image processing. The AI model continuously learns from user uploaded images and expert suggestions to enhance its accuracy. Farmers can also interact with local experts through the platform. For preventive measures, disease density maps with spread forecasting are rendered from a Cloud based repository of geo-tagged images and micro-climactic factors. A web interface allows experts to perform disease analytics with geographical visualizations. In our experiments, the AI model (CNN) was trained with large disease datasets, created with plant images self-collected from many farms over 7 months. Test images were diagnosed using the automated CNN model and the results were validated by plant pathologists. Over 95% disease identification accuracy was achieved. Our solution is a novel, scalable and accessible tool for disease management of diverse agricultural crop plants and can be deployed as a Cloud based service for farmers and experts for ecologically sustainable crop production.""",,"""K. K. Singh""",2018,10.1109/CCEM.2018.00016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8648635,IEEE Conferences
"""Prediction and Prevention of Water Pollution by Industries using IoT based Monitoring System""","""The ever-increasing water pollution level due to industries, pose a serious threat to the masses and once detected, it requires a significant amount of time for the remedial measures. The proposed IoT solution discusses a device, capable of determining the water pollution level caused by an industry, near water bodies. The system would also be able to predict when the pollution level tends to cross the threshold value set by C.P.C.B. India in future. This information would eventually help in taking proactive remedial measures.The proposed device consists of four major sensors: pH sensor, turbidity sensor, flow sensor, and temperature sensor. These sensors would measure the water-parameters in real-time and send that data to Google Firebase (database) either through the WiFi module or, through the LoRa transmitter installed in the proposed device. Through LoRaWAN, all of these devices, which will be put at various industry-wastewater-outlets, will be wirelessly connected to a central hub. The goal is to use an optimized algorithm to make the system more energy efficient. The database would retain real-time data for two purposes: displaying it in the mobile app and using it in LSTM time-series forecasting (Machine Learning model) to predict when pollution levels could surpass the threshold.""",,"""A. Porwal; S. K. Mishra; A. Kela; G. Singh; M. Panchal; A. Jain""",2022,10.1109/CSNT54456.2022.9787664,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9787664,IEEE Conferences
"""Towards Effective Categorization of Weather Images using Deep Convolutional Architecture""","""In the era of Industry 4.0, when various industries are coming together to achieve commercial enterprise goals, factors like weather plays an important role in enterprise growth. Weather conditions not only influence our daily lives, but it's also a big factor in various industries like logistics, retails, construction, etc. Apart from that, it also influences the functionality of many visual systems, like vehicle assistance driving systems, outdoor video surveillance, etc. Foggy weather condition is a vital threat to car accidents. The effect of harsh weather conditions can also be seen in India. There are loads of research that has been going on in the field of `Weather Analytics' but it nevertheless wants a lot of research to follow artificial intelligence in this domain. This paper is presenting a precise work to fulfill the gap. The study investigates the applications of a deep learning algorithm (convolutional neural networks) in weather detection problems. The traditional ways of detecting weather conditions rely on expensive sensors. To minimize the cost, this work presents a computer vision approach to detect live weather condition.""",,"""S. Goswami""",2020,10.1109/I4Tech48345.2020.9102678,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9102678,IEEE Conferences
