Document Title,Abstract,Chosen,Authors,Publication Year,DOI,Link,Journal/Location,Content type
Exploring Risk and Benefit Factors Affecting User Adoption Intention of Fintech in Indonesia,"The presence of Fintech as an innovative and disruptive financial service can improve the efficiency and scope of financial services through the application of technology. Fintech is considered to have various benefits. However, based on survey conducted by DailySocial and Otoritas Jasa Keuangan finds that the Fintech adoption rate in Indonesia is still relatively low at around 58.1\%, this is in line with a penetration level of Fintech in Asia which Indonesia usage level still in 5\% compared to China, Hong Kong, and India. In determining Fintech adoption, users tend to do rational calculations by comparing the perceived benefits and risks and will decide to adopt them when the perceived benefits are greater than the risks received. According to some studies, trust can be mediated to reduce some level of risk, thus this study will also include trust variables in the risk-benefit framework to determine user adoption intention on Fintech services in Indonesia. Based on data collected from 100 Fintech users, this study initially investigated whether perceived benefits and risks significantly impacted Fintech adoption intention. Partial Least Square (PLS-SEM) method is used to estimate the relationship between constructs. As a resulting trust, economic benefit and convenience are proven to significantly influence the user to adopt Fintech. While privacy awareness, financial risk, and legal risk are significantly affected by user trust. The hypothesis testing indicates that security risk has the biggest negative effect and convenience has the biggest positive effect on Fintech adoption intention.",,"Haqqi, Fannisa Rahma and Suzianti, Amalia",2020,10.1145/3400934.3400939,https://doi-org.proxy.bnl.lu/10.1145/3400934.3400939,"Depok, Indonesia",
SIN '15: Proceedings of the 8th International Conference on Security of Information and Networks,"Dear colleagues and friends, we invite you to the 8th International Conference on Security of Information and Networks (SIN 2015), which is held in Sochi, one of the most beautiful cities in Russia. In 2014, Sochi held remarkable Winter Olympic Games. You will be inspired by warm Black Sea, high Caucasus, and interesting discussions of information security problems. The conference of SIN series is held in Russia for the second time. It is hosted by Southern Federal University (SFedU), in particularly by its following subdivisions: the Institute of Computing Technologies and Information Security, the Department of IT-Security, and South-Russian Regional Educational and Research Center for IT-Security Problems. The honorary chair of the conference is Dr. Marina Borovskaya, the rector of SFedU.The 8th International Conference on Security of Information and Networks is an international forum for presentation of theoretical and applied results in the area of information and network security. SIN 2015 continues the tradition of fruitful meetings of SIN series in Famagusta, Taganrog, Sydney, Jaipur, Aksaray, and Glasgow. Future conferences are scheduled to take place in the USA (2016) and Australia (2017). The program of SIN 2015 includes invited and selected peer-reviewed talks, as well as special sessions on theory and practice of information security. The papers will be published in the digital library of Association of Computing Machinery (ACM) and indexed by Scopus. Just like previous events of SIN series, SIN 2015 is carried out in technical cooperation with Special Interest Group on Security Audit and Control of ACM. The Program Committee received 92 paper proposal, of which 34 were accepted as full papers and 29 were accepted as short papers, position statements and fast abstracts. Geographical distribution of the participants is quite diverse. There are 37 representatives of 16 Russian universities, including Southern Federal University, National Research Nuclear University MEPhI, Bauman Moscow State Technological University, Kazan National Research Technological University, Peter the Great St. Petersburg Polytechnic University, Novosibirsk State University, Omsk State University of Technology, Siberian State Aerospace University, Samara State University of Technology, etc. Nearly thirty participants of the conference represent universities and research institutions of Belgium, China, Colombia, Germany, India, Iran, Italy, Luxembourg, Pakistan, Tunisia, Turkey, the United Kingdom, and the USA.",,,2015,,,"Sochi, Russia",
WUWNet '06: Proceedings of the 1st International Workshop on Underwater Networks,"It is our great pleasure to welcome you to the First International Workshop on Underwater Networks (WUWNet'06). The goal of the workshop is to bring together researchers and practicing engineers from the areas of underwater communications and networking who are interested in applying their expertise to the development of future underwater networks.The call for papers attracted 30 submissions from the United States, Australia, India, South Korea, China, Singapore and Italy. The program committee accepted 10 full-length papers and 6 posters, included as short papers. We are also delighted to include 3 invited speakers. The papers cover a variety of topics in underwater communications, networking, and applications. Specifically, they address acoustic modem technology, applications of autonomous underwater vehicles, methods for localization, network topology discovery, media access control, routing protocols, and deployment considerations. In addition, the program includes a panel entitled: Underwater Networks: Methods, Systems, and Applications. We hope these proceedings will serve as a valuable reference for users, engineers, and researchers interested in underwater networks.",,,2006,,,"Los Angeles, CA, USA",
Ontology Driven Sentiment Analysis on Social Web for Government Intelligence,"The World Wide Web as a global information medium has evolved radically from the first 'read only web' generation to the next participative- collaborative 'read and write' social web to the intelligent generation of web referred to as Semantic Web, the 'Read Write and Execute Web'. As a novel facet, digital governance intends to ensure and assure that stakeholders (government and citizens) have greater access and control over the governance mechanism which leads to a more transparent, accountable and efficient governance. Social media can be used to facilitate interaction between people and can offer a substantial, unparallel platform for extensive involvement of citizens in the governance measures. We propose using an ontology-based analytics on social media that expounds an intelligent governance model where sentiment can be mined for extracting views of citizens towards government practices, policies, rules and monitoring performance. The idea is to deploy ontology based techniques to determine the subjects/topics discussed in the tweets, which are related to Ministries of India: their policies, rules, schemes, and analyzing the sentiment (positive, negative and neutral) for tweets retrieved (based on the concepts defined in Ontology). The proposed tool SentIndiGov--O proffers a sentiment analysis application model based on ontologies, where the ontology IndiGov-O is created for ""Ministries of Government of India"" to reinforce the feature selection task in a Na\""{\i}ve Bayesian classification paradigm. The preliminary results with performance accuracy of ~77\% are encouraging and foster the need to exploit hybrid of concept based techniques and machine learning for sentiment analysis.",,"Kumar, Akshi and Joshi, Arunima",2017,10.1145/3055219.3055229,https://doi-org.proxy.bnl.lu/10.1145/3055219.3055229,"New Delhi AA, India",
POPL '15: Proceedings of the 42nd Annual ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,"It is our great pleasure to welcome you to the 42nd ACM Symposium on Principles of Programming Languages, POPL 2015, held in Mumbai, India, at the beautiful Tata Institute for Fundamental Research. This year's program consists of 52 papers drawn from the 227 papers originally submitted at the July 2014 paper deadline. These papers cover a wide range of topics stretching from theoretical foundations concerning the lambda calculus, type theory and verification to applications in security, networking, and web programming. The program also features invited talks from Peter Buneman, Sumit Gulwani and Peter Lee.While at POPL'15 in Mumbai, we encourage you to take part in the following co-located events: ACM SIGPLAN Conference on Certified Programs and Proofs (CPP)International Workshop on Coq for Programming Languages (CoqPL)POPL Off the Beaten Track: New Frontiers for Programming Languages Research (OBT)ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation (PEPM)ACM SIGPLAN Programming Languages Mentoring Workshop (PLMW)International Conference on Verification, Model Checking and Abstract Interpretation (VMCAI)Programming Languages and Verification Technology for Networking (PLVNET)IMPECS-POPL Workshop on Emerging Research and Development Trends in Programming Languages (WEPL)Six tutorials.",,,2015,,,"Mumbai, India",
Alternative Localization Approach for Mobile Phones without GPS,"Location is a primary indicator of context and forms the core basis of several context-aware applications. Most common way of getting location information is to use specialized hardware like GPS. However, GPS is expensive and is available only on high-end phones restricting its use to a smaller population in developing countries. Further, GPS also consumes a lot of battery power during its operation, thereby making it infeasible to run for longer durations with limited mobile phone battery. An alternative to GPS-based localization is GSM-based localization that is more suitable for developing countries due to much lower power consumption and ability to run even on low-end phones. Currently available, network-operator independent, GSM-based solutions require building perceptual map of cell towers in a city using war-driving.In this paper, we present a novel low cost GSM-based solution based on Cell Broadcast (CBS) Messages. Location accuracy in our approach does not depend on building extensive cell ID database, typically built using war-driving. We present empirical studies (performed in the sub-city of Dwarka, New Delhi, India) comparing location accuracy of our approach with other GSM-based localization scheme that uses one of the most extensive open source database of cell IDs. We also compare power consumption of our proposed solution with GPS-based localization leading to energy-accuracy tradeoff that can be further exploited for a hybrid solution.",,"Yadav, Kuldeep and Naik, Vinayak and Singh, Pushpendra and Singh, Amarjeet",2010,10.1145/1930028.1930029,https://doi-org.proxy.bnl.lu/10.1145/1930028.1930029,"Bangalore, India",
A Monolithic 3D Design Technology Co-Optimization with Back-End-of-Line Oxide Channel Transistor,"Back-end-of-line (BEOL) compatible tungsten doped indium oxide (IWO) n-type channel transistor is proposed to achieve complementary logic operation with front-end-of-line (FEOL) p-type silicon transistor. To make the fully logic-voltage compatible, a novel stacked nanosheet structure of IWO transistor is designed to achieve high on-current density (Ion &gt; 544 μA/μm) at VGS=1 V to compensate the relative low mobility in semiconducting oxide (~20 cm2/Vs). We demonstrate its performance using Technology Computer-Aided Design (TCAD). For design-technology co-optimization of IWO transistors, a customized monolithic 3D (M3D) process design kit (PDK) and related standard cell library using transistor-level partition are developed to investigate the trade-offs in power, performance, and area (PPA) in representative logic circuit designs such as Advanced encryption standard (AES), triple data encryption algorithm (DES3), and low-density parity-check (LDPC) circuits. The synthesis and simulation results show the M3D design could achieve an average of 35\% area reduction under similar energy-delay-product (EDP).",,"Kwak, Jungyoun and Choe, Gihun and Yu, Shimeng",2023,10.1145/3565478.3572312,https://doi-org.proxy.bnl.lu/10.1145/3565478.3572312,"Virtual, OR, USA",
CBSE '13: Proceedings of the 16th International ACM Sigsoft Symposium on Component-Based Software Engineering,"Welcome to the 16th International ACM Sigsoft Symposium on Component-Based Software Engineering -- CBSE 2013! Since its early editions, CBSE has emerged as a flagship research event for the component community. It encompasses research (both theoretical and applied) that extends the state-of-the-art in component specification, composition and reuse, analysis, testing, and verification. Past themes for CBSE include ""Components for Long-Lived Systems"" (2012), ""Components for Dynamic Environments"" (2011), ""Components beyond Reuse"" (2010), and ""Components for Large-Scale Systems of Systems and Ultra-Large Systems"" (2009). The general theme of CBSE 2013 is ""Components in the wild: from cyber-physical systems to the cloud!"".The call for papers attracted 43 submissions from Europe (Italy, Sweden, Germany, France, Czech Republic, United Kingdom), Asia (Saudi Arabia, Iran, Thailand, China, Japan, India), America (Canada, United States, Brazil), and Australia. Each paper received three reviews. The Program Committee, after extensive discussions, decided to accept 20 papers (16 regular papers and 4 short papers) that cover a variety of topics, including Adaptable Components, Component Verification, Component Composition and Reuse, Component Design, Component Analysis, and Component Quality Assurance. We hope that the CBSE 2013 proceedings will serve as reference literature for academic researchers and practitioners working in the area of Component-Based Software Engineering.CBSE 2013 is part of the federated event CompArch 2013 together with ""QoSA 2013: 9th International ACM SIGSOFT Conference on the Quality of Software Architectures"", ""ISARCS 2013: 4th International ACM SIGSOFT Symposium on Architecting Critical Systems"", and ""WCOP 2013: 18th International Doctoral Symposium on Components and Architecture"". We thank the CompArch general chair Philippe Kruchten and the CompArch organization team for coordinating and setting up the various events.",,,2013,,,"Vancouver, British Columbia, Canada",
HIC '15: Proceedings of the 2015 International Workshop on Human-Centric Independent Computing,"It is our great pleasure to welcome you to the 2015 International Workshop on Human-centric Independent Computing -- HIC'15. This workshop aims at providing an open forum to reach a comprehensive understanding to the recent advances and challenges in an emerging research field -- human-centric independent computing -- that studies means, ways, mechanisms that prompts human beings to be relatively independent of the present computing paradigms (or connected world). The first event was held in conjunction with IEEE SSCI 2014 (http://www.ieeessci.org/ISIC.html) in Orlando, U.S. The core challenge, which discusses the over-connected phenomenon of Internet users, is similar but the connection among users and social media (or its derives such as experience, trust, semantic correlation, etc.) is especially concentrated. As the second event, we still have many submissions coming in discussing the similar challenges from last year. The call for papers attracted submissions from Japan, Taiwan, India, Portugal, France, and United States.The papers accepted for inclusion in the conference proceeding primarily cover the topics: database and data mining, networking and communications, web and internet computing, embedded system, soft computing, social network analysis, security and privacy, and ubiquitous/pervasive computing. Many papers have shown their great academic potential and value, and in addition, indicate promising directions of research in the focused realm of this workshop series. We believe that the presentations of these accepted papers will be more exciting than the papers themselves, and lead to creative and innovative applications. We hope that the attendees (and readers as well) will find these results useful and inspiring to your field of specialization and future research.",,,2015,,,"Guzelyurt, Northern Cyprus",
Driver Fatigue Detection Using Recurrent Neural Networks,"Road accidents are becoming a real global scourge because of the high number of victims involved and the severe consequences that affect road users as well as their families.Despite the awareness campaigns on the vigilance and caution that must be undertaken on the road, deaths caused in road accidents are still increasing and are now considered as a major public health problem, more specifically in Morocco where the roads are among the most deadly.To address this issue, vehicle manufacturers have made considerable progress in improving the intelligence and capacity of vehicles to perceive and analyze road environments to prevent accidents and secure passengers. However, with all these efforts, accident statistics show that in most cases, accidents are related to the inattention of the drivers and sometimes irresponsible behavior.Therefore, considerable amount of research has recently been focused on the analysis and study of the general behaviors of drivers on the road, especially somnolence, as it is among the highest risk factors of accidents and is the leading cause of death on roads.In this paper, we propose a new approach to analyze driver drowsiness by applying a new recurrent neural network architecture to frame sequences of a driver. We used a public data set to train and validate our model and applied a recurrent neural network architecture called ""long short-term memory"" to detect driver drowsiness.",,"Ed-doughmi, Younes and Idrissi, Najlae",2019,10.1145/3320326.3320376,https://doi-org.proxy.bnl.lu/10.1145/3320326.3320376,"Rabat, Morocco",
"K-Means, HAC and FCM Which Clustering Approach for Arabic Text?","Today, we are witnessing rapid growth in Web resources that allow Internet users to express and share their ideas, opinions, and judgments on a variety of issues. Several classification approaches have been proposed to classify textual data. But all these approaches require us to label the clusters we want to obtain. Which, in reality, is not available because we do not know in advance the information that can be proposed through these opinions. To overcome this constraint, clustering approaches such as K-mean, HAC or FCM can be exploited. In this paper, we present and compare these approaches. And to show the importance of exploiting clustering algorithms, to classify and analyze textual data in Arabic. By applying them to a real case that has created a great debate in Morocco, which is the case of teachers contracting with academies.",,"Ajallouda, Lahbib and Fagroud, Fatima Zahra and Zellou, Ahmed and Benlahmar, El Habib",2020,10.1145/3419604.3419779,https://doi-org.proxy.bnl.lu/10.1145/3419604.3419779,"Rabat, Morocco",
CBSE '14: Proceedings of the 17th International ACM Sigsoft Symposium on Component-Based Software Engineering,"It is a great pleasure to welcome you to the 17th International ACM SIGSOFT Symposium on Component-Based Software Engineering -- CBSE'14. Although component-based development is stabilizing as a more mature field, in academia as well as in industry, it is still an active and expanding research domain with plenty of challenges remaining, both in terms of fundamentals and concerning how to efficiently apply the concepts in practice. Recently, component-based approaches have also gained momentum in the domains of embedded and cyber-physical systems, where resource limitations and safety concerns give rise to new challenges. Reflecting this, the special theme for 2014 is ""Dependable and Predictable Components"".The call for papers attracted 62 submissions from Europe (France, Germany, Czech Republic, United Kingdom, Spain, Sweden, Austria, Belgium, Luxembourg, Switzerland and Cyprus); Asia (India, Pakistan, Lebanon and Korea); America (Brazil, United States, Canada and Colombia); Africa (Algeria and Tunisia); and Australia. Each paper was assigned three reviewers, and after extensive discussions the Program Committee decided to accept 21 papers (14 regular papers and 7 short papers). The topics of the accepted papers range from testing and monitoring, over connector classification, to formal reasoning and model checking. A clear trend among the accepted papers this year is that many of them address different aspects of reconfigurable and adaptive component-based systems.CBSE 2014 is part of the federated event CompArch 2014 together with the 10th International ACM SIGSOFT Conference on the Quality of Software Architectures (QoSA) and the 19th International Doctoral Symposium on Components and Architecture (WCOP). We thank the CompArch general chair Lionel Seinturier and the CompArch organization team for coordinating and setting up the various events.",,,2014,,,"Marcq-en-Bareul, France",
Protocol for Hunting PM2.5 Emission Hot Spots in Cities,"Particulate Matter (PM) is a major air pollutant that has the potential for adversely affecting human health. Actionable data on the spatial distribution of temporal variability of PM2.5 emission hot spots in large cities are sparse. The main objective of this research is to provide a protocol for using search agents to hunt for PM2.5 emission hot spots in urban environments. We propose short range identification of variability of harmful PM2.5 concentrations can be achieved using IoT devices mounted on a mobile platform. We propose that long range identification the PM2.5 emission hot spots can attained by searching through the city on different days. We applied this approach to Hyderabad, India by fixing a mobile platform on a street car. We corrected the IoT device measurement errors by calibrating the sensing component data against a reference instrument co-located on the mobile platform. We identified that random forest regression was the most suitable technique to reduce the variability between the IoT devices. The spatial variability of PM2.5 harmful emission hot spots at industrial settings and congested roads were identified. The temporal variability based on image processing shows a weak correlation between PM2.5 concentrations and number of vehicles, and PM2.5 and visibility. The Hyderabad PM2.5 emission hot spots findings demonstrate a clear need to inform people with heart and lung conditions when it is unhealthy to be outside; and when it is unhealthy for children and elderly people to be outside for prolonged periods. Our emission hunting approach can be applied to any mobile platform carried by people walking, cycling or by drones and robots in any city.",,"Sara, Spanddhana and Rebeiro-Hargrave, Andrew and Gujar, Shreyash and Kathalkar, Om and Varjonen, Samu and Chaudhari, Sachin and Tarkoma, Sasu",2023,10.1145/3597064.3597322,https://doi-org.proxy.bnl.lu/10.1145/3597064.3597322,"Helsinki, Finland",
Topical Focus of Political Campaigns and Its Impact: Findings from Politicians' Hashtag Use during the 2019 Indian Elections,"We studied the topical preferences of social media campaigns of India's two main political parties by examining the tweets of 7382 politicians during the key phase of campaigning between Jan - May of 2019 in the run up to the 2019 general election. First, we compare the use of self-promotion and opponent attack, and their respective success online by categorizing 1208 most commonly used hashtags accordingly into the two categories. Second, we classify the tweets applying a qualitative typology to hashtags on the subjects of nationalism, corruption, religion and development. We find that the ruling BJP tended to promote itself over attacking the opposition whereas the main challenger INC was more likely to attack than promote itself. Moreover, while the INC gets more retweets on average, the BJP dominates Twitter's trends by flooding the online space with large numbers of tweets. We consider the implications of our findings hold for political communication strategies in democracies across the world.",,"Panda, Anmol and Kommiya Mothilal, Ramaravind and Choudhury, Monojit and Bali, Kalika and Pal, Joyojeet",2020,10.1145/3392860,https://doi-org.proxy.bnl.lu/10.1145/3392860,,
Integrated Election Voting System: A Model for Leveraging ICT in the Indian Election Scenario,"In India, Information and Communication technologies (ICT) are being increasingly deployed in almost each sector of economy including agriculture, health, transportation, and education. But when we analyze the Indian Election Voting Scenario, it is realized that the ICT has not been exploited to its fullest extent. Recently, the Election Commission of India (ECI) has introduced few ICT-enabled initiatives, but the application of advanced ICT technologies needs to be promoted in Indian Election Voting System. In this paper, we propose E-Voting System to provide for an additional channel of voting to the Indian electorate. Further, this paper proposes the deployment model ""Integrated Election Voting System"" that leverages ICT technologies to integrate the existing Electronic Voting Machine (EVM) System with the proposed E-Voting System to provide a solution to the problem of low voting percentages among the Indian electorate. In addition, this paper includes results of simulations carried out to evaluate the E-Voting System. Also, the paper elaborates on the components of the proposed model, besides discussing the challenges faced by E-Voting Systems and the advantages offered by the proposed model.",,"Matharu, Gurpreet Singh and Mishra, Anju and Chaudhary, Lalita",2014,10.1145/2677855.2677944,https://doi-org.proxy.bnl.lu/10.1145/2677855.2677944,"Udaipur, Rajasthan, India",
"Managing Microfinance with Paper, Pen and Digital Slate","India's extensive Self-Help Group (SHG) microfinance network brings formal savings and credit services to 86 million poor households. Yet, the inability to maintain high-quality records remains a persistent weakness in SHG functioning. We study this problem and present a financial record management application built on a low-cost digital slate prototype. The solution directly accepts handwritten input on ordinary paper forms and provides immediate electronic feedback. A field trial with 200 SHG members in rural India shows that the use of the digital slate solution results in shorter data recording time, fewer incorrect entries, and more complete records. The paper-pen-slate solution performs as well as, and is strongly preferred over, a purely electronic alternative. The digital slate solution is able to comfortably move between paper and digital worlds, achieving efficiency and quality gains while catering to the preferences and budgets of low-income low-literate clients.",,"Ratan, Aishwarya Lakshmi and Toyama, Kentaro and Chakraborty, Sunandan and Ooi, Keng Siang and Koenig, Mike and Chitnis, Pushkar V. and Phiong, Matthew",2010,10.1145/2369220.2369255,https://doi-org.proxy.bnl.lu/10.1145/2369220.2369255,"London, United Kingdom",
Modeling Knowledge and Functional Intent for Context-Aware Pragmatic Analysis,"Nikhita Vedula is an Applied Scientist at Amazon Alexa Science. She obtained her PhD in Computer Science and Engineering from the Ohio State University in August 2020, advised by Professor Srinivasan Parthasarathy. She received her bachelor's degree from the National Institute of Technology, Nagpur, India in 2015. Her research interests are at the intersection of data mining, natural language processing and social computing. Over the course of her PhD, her research involved designing efficient and novel machine learning and computational linguistic techniques that extract, interpret and transform the vast, unstructured digital content into structured knowledge representations in diverse contexts. She has worked with researchers from interdisciplinary fields such as emergency response, marketing, sociology and psychology. She performed research internships at Nokia Bell Laboratories, Adobe Research and Amazon Alexa AI. Her work has been published at several top data mining conferences such as the Web Conference, SIGIR, WSDM and ICDM. Her work on detecting user intentions from their natural language interactions won the Best paper award at the Web Conference 2020. She was a recipient of a Graduate Research Award (2020), a Presidential Fellowship (2019) and a University Graduate Fellowship (2015) at the Ohio State University. She was also selected as a Rising Star in EECS (2019).",,"Vedula, Nikhita",2021,10.1145/3447879.3447882,https://doi-org.proxy.bnl.lu/10.1145/3447879.3447882,,
Bayesian Approach to Spatio-Temporally Consistent Simulation of Daily Monsoon Rainfall over India,"Simulation of rainfall over a region for long time-sequences can be very useful for planning and policy-making, especially in India where the economy is heavily reliant on monsoon rainfall. However, such simulations should be able to preserve known spatial and temporal characteristics of rainfall over India. General Circulation Models (GCMs) are unable to do so, and various rainfall generators designed by hydrologists using stochastic processes like Gaussian Processes are also difficult to apply over the highly diverse landscape of India. In this paper, we explore a series of Bayesian models based on conditional distributions of latent variables that describe weather conditions at specific locations and over the whole country. During parameter estimation from observed data, we use spatio-temporal smoothing using Markov Random Field so that the parameters learnt are spatially and temporally coherent. Also, we use a nonparametric spatial clustering based on Chinese Restaurant Process to identify homogeneous regions, which are utilized by some of the proposed models to improve spatial correlations of the simulated rainfall. The models are able to simulate daily rainfall across India for years, and can also utilize contextual information for conditional simulation. We use two datasets of different spatial resolutions over India, and focus on the period 2000--2015. We consider metrics to study the spatio-temporal properties of the simulations by the models, and compare them with the observed data to evaluate the strengths and weaknesses of the models.",,"Mitra, Adway",2017,10.1145/3139958.3139975,https://doi-org.proxy.bnl.lu/10.1145/3139958.3139975,"Redondo Beach, CA, USA",
IoT Based Monitoring of Container Vehicle for Secure and Reliable Delivery of Goods,"Designing a Secured Smart Transportation System for delivering goods to various Fair Price Shops is one of the major goals for all the state governments in the India. In this paper, a hardware model and an application is designed for tracking the moving good carrying vehicle. The data for the proposed application is generated from the different sensors such as Door sensors, Collision Prevention sensor, and GPS/GPRS devices that attached to the hardware model. An alarm is raised to make decision in case of trouble or malfunction. The data generated by these sensors are stored under cloud environment. An alert system is implemented using automatic alarm concept that placed inside goods carrying vehicle. If the current moving path of the vehicle has an obstacle then an alternate path is recommended by the proposed application using intelligent water drops algorithm. From the experiment, it is observed that the proposed hardware model and application meets the objective, such as monitoring the goods carrying container, speedy recovery in case of any incidents happened and secured delivery of ration food items to all the required fair price shops.",,"R, Sathish Kumar and C, Rani and P, GaneshKumar",2018,10.1145/3167132.3167201,https://doi-org.proxy.bnl.lu/10.1145/3167132.3167201,"Pau, France",
Associative Classification in the Prediction of Tuberculosis,"Tuberculosis (TB) is a disease caused by bacteria called Mycobacterium tuberculosis. It usually spreads through the air and attacks low immune bodies. Human Immunodeficiency Virus(HIV) patients are more likely to be attacked with TB. It is an important health problem in India also. The application of association rule mining to classification has led to a new family of classifiers which are often referred to as Associative Classifiers (AC). An advantage of AC is that they are rule-based and if applied on medical datasets, lends themselves to an easier interpretation. It selects a small set of high quality rules and uses this rule set for prediction. This paper proposes classification of TB using classification based association(CBA) and classification based on multiple association rule(CMAR) techniques with our designed prototype model. It predicts the class label of unknown sample as Pulmonary Tuberculosis(PTB) or Retroviral Pulmonary Tuberculosis(RPTB) ie. TB along with HIV based on higher confidence rule.",,"Asha, T. and Natarajan, S. and Murthy, K. N. B.",2011,10.1145/1980022.1980315,https://doi-org.proxy.bnl.lu/10.1145/1980022.1980315,"Mumbai, Maharashtra, India",
"Predictive Modeling and Simulation to Identify the Prenatal, Natal, and Postnatal Risk Factors of Autism Spectrum Disorder: A Case Study from the Philippines","Perhaps the most crucial life skill is the ability to communicate effectively. Social interaction also shows positive feedback in our life. However, not everyone is capable of doing effective communication and social engagement. People have autism spectrum disorder or ASD having challenges in both communication and social interaction. This study intends to find the contributing factors that lead to ASD in the Philippines. The dataset has been collected by interviewing 400 pregnant women in Metro Manila, Philippines. Further, it has been divided into prenatal, natal, and postnatal period categories. Thereafter, various machine learning algorithms such as Linear Regression, Bayesian Ridge, Ridge Regression, Least Angle Regression, and Gradient Boosting Regressor are applied to identify the risk factors that are contributing to ASD. Linear Regression and Bayesian Regression show exceptional performance. This study has implications to practical implications towards further understanding the how technology can arrest the negative effects of ASD.",,"Costales, Jefferson and Devaraj, Madhavi",2022,10.1145/3505711.3505740,https://doi-org.proxy.bnl.lu/10.1145/3505711.3505740,"Virtual Event, United Kingdom",
KARSHIK: Agricultural Information Monitoring and Reference Based on Wireless Networks,"Karshik is a small scale, service administering project. The objective of this project is to make vital statistics about crops pertaining to a certain topology, geographic location and climatic conditions available to farmers in India, so as to equip them with information for producing the better yields; The long term aim of this project is to ultimately make a region self sufficient in the crops that can be suitably grown. This eradicates the need to import or strain resources that are sparse or extensively exploited in the pursuit of growing crops that are are not suited to a certain topology. In this paper the KARSHIK system is described. After a section dedicated to the explanation of the particular need of implementation, the paper describes the system's realization in Kerala-India for the analysis of crops suiting a certain terrain. The paper concludes with an outlook on future applications of the presented system.",,"Vasudevan, Arjun and Benny, Asha S. and Shenoy, Br. Anand and Nair, Niranjan S. and Shabana, K. M. and Dutta, Minerva",2011,10.1145/2185216.2185352,https://doi-org.proxy.bnl.lu/10.1145/2185216.2185352,"Amritapuri, Kollam, Kerala, India",
Business and Government Speak: Who We Are Hiring in 2012 and Beyond,"Mr. Raichura has been Vice President of Information Systems at Long Foster (the largest privately-owned real estate firm in the United States) for over 10 years. He is one of the ""Premier 100 IT Leaders"" in the nation, as designated by Computerworld Magazine. Under his direction, the IT deparment has won several awards and has been the subject of six case studies. Mr. Raichura oversees $15MM in operating budget and 35 US staff and nearly 100 member offshore team. His responsibilities encompass architecting business applications and software strategy for all Long and Foster businesses, implementation of strategic and tactical technologies, developing and managing project management organization and developing innovative delivery capability. He holds degrees in Accounting, Finance, and Law from his native India and earned the MBA at American University in Washington DC.Dr. Belcher was appointed Arlington County's first Chief Information Officer in August 2000. On September 11th, his office provided direct technological support for the County's First Responders and the County's Emergency Operations Center (EOC), which coordinated the region's response to the Pentagon crisis. Dr. Belcher has had significant experience at the Federal, Congressional and International levels of government, including the International Monetary Fund, the United States Securities and Exchange Commission, and the United States House of Representatives. Federal Computer Week recognized Dr. Belcher, as one of the TOP 100 Federal Executives for his innovative work in deploying electronic mail and the Internet at the Congress. He holds a Doctorate and a Master's degree from Georgetown University.",,"Raichura, Mayur and Belcher, Jack",2012,,,,
A Machine Learning-Based Topic Extraction and Categorization of State Universities and Colleges (SUC) Customer Feedbacks,"Academic institutions collect an increasing amount of data through surveys. Aside from the usual numeric ratings obtained from the survey, the hierarchical concerns and sentiments can also be identified through the text-based customer feedbacks. These feedbacks contain text about customer experiences with the products offered and services delivered by an institution. A challenge in analyzing unstructured customer feedback is in making sense of the topics that are expressed in words used to describe these experiences.This study develops a model for text analysis of the customer feedbacks that exploits machine learning algorithms such as topic modeling. This further described the text mining process steps undergone in extracting useful information from the customer survey feedbacks of one of the SUCs in the Philippines, the Bicol State College of Applied Sciences and Technology (BISCAST). Moreover, the Latent Dirichlet Allocation (LDA), a topic modeling method, was used for automatic text summarization and topic extraction from these text-based data. The topmost concerns extracted from the feedbacks were identified. This information provides useful insights for management analysis as well as inputs for policy making.",,"Soriano, Lorna T. and Palaoag, Thelma D.",2018,10.1145/3268891.3268897,https://doi-org.proxy.bnl.lu/10.1145/3268891.3268897,"Edinburgh, United Kingdom",
Counting to Be Counted: Anganwadi Workers and Digital Infrastructures of Ambivalent Care,"Data collection on the population is a key mode of public health management in the Global South. This information is seen as a means to improve health metrics through welfare programs. In this study, we examine the changes brought about by an ICT-based Real-Time Monitoring System to the infrastructure of a welfare program and the nature of work of Anganwadi workers in India. Anganwadi workers, traditionally serving as daycare providers and community health workers, are increasingly being asked to serve primarily as data collectors for the new digital system. We ask the question 'cui bono?' to this system by drawing attention to the precarity of Anganwadi workers whose care-work is standardized through this app for 'efficient' monitoring by the Indian state but remains contingent on their relationship with the local community and ability to mobilize resources on the ground. Using auto-ethnographic and interview methods, we find that Anganwadi workers are caught between conflicting demands of state bureaucracy and the situated nature of their care work resulting in forms of ambivalent care. We find that the real-time monitoring apps intended to collect data for efficient delivery of state services end up serving the state's need for performing care through data rhetorics produced at the expense of the professional and personal well-being of the workers, and arguably the communities they serve.",,"S P, Azhagu Meena and Vaghela, Palashi and Pal, Joyojeet",2022,10.1145/3555177,https://doi-org.proxy.bnl.lu/10.1145/3555177,,
