Document Title,Abstract,Chosen,Authors,Author Affiliations,Publication Year,Page,DOI,Link,Content type
"Wireless Sensor Networks for Developing Countries: First International Conference, WSN4DC 2013, Jamshoro, Pakistan, April 24-26, 2013, Revised","This book constitutes the refereed proceedings of the First International Conference on Wireless Sensor Networks for Developing Countries, WSN4DC 2013, held in Jamshoro, Pakistan, in April 2013. The 10 revised full papers presented were carefully reviewed and selected from 30 submissions. The papers are organized in topical sections on WSN applications/services for developing countries; mobile WSN; underwater WSN; VANETS; body area networks; energy harvesting in WSN; WSN and cloud integration; WSN and IoT; QoS and Qot; WSN MAC, network and transport protocols; cross layer approaches; security aspects in WSN; WSN applications in smart grid and energy management; WSN in structural health monitoring.",,"Shaikh FK,Chowdhry BS,Ammari HM,Uqaili MA,Shah A",,2013,,,,Book
"How Relevant Are Risk Perceptions, Effort, and Performance Expectancy in Mobile Banking Adoption?","This article provides a comprehensive overview of the adoption process using evidence from m-banking adoption in Pakistan. A survey design was used and 189 responses were received from across Pakistan and analyzed using Smart PLS application. Findings suggest that research on the effect of risk in the adoption process remains inconclusive. Contrarily, consumers have overcome many fears due to the usefulness, indispensability, high security features, and effort expended in the use of financial services delivered through m-banking. Perceived risk's PR direct influence was found to be generally weak. However, PR plays a major role in the pre-adoption process because it's weak and direct inhibiting influence become an ""enhancer"" in the association between effort expectancy EE and the three key TAM/UTAUT constructs [performance expectancy PE, attitude ATT, and adoption intention INT]. Most importantly, the role of EE as a strong driver of PE, ATT, INT, and its significant interaction with PR highlights the unique role that both risk and EE play in the adoption process.",,"Shaikh AA,Glavee-Geo R,Karjaluoto H",,2018,39–60,10.4018/IJEBR.2018040103,https://doi-org.proxy.bnl.lu/10.4018/IJEBR.2018040103;http://dx.doi.org/10.4018/IJEBR.2018040103,Journal Article
Information Security Education and Self-Perception of Privacy Protection Risk in Mobile Web in Obstetrics Students from Peru,"The objective of the study was to determine the information security education topics developed in the training of obstetrics students and their relationship with the self-perception of privacy protection risk in mobile web during the COVID-19 pandemic at the Santiago Antúnez of Mayolo National University (UNASAM) (Huaraz-Peru). A correlational cross-sectional investigation was developed, with 164 obstetric students. The information was collected through a questionnaire applied online between November and December 2020, having determined its validity and reliability. The Chi squared statistical test (p < 0.05) was used, while the information processing was carried out using the SPSS program. It was determined that 61.6% of obstetric students perceived a high risk in the protection of their privacy in mobile web during the development of their activities in the academic cycle 2020-I. Likewise, it was evidenced that the majority of students stated that they had not developed the topics consulted with regard to information security education during their virtual studies in obstetric, especially with regard to the recommendations for the use of passwords (83.5%), privacy protection strategies (81.1%) and data management through the creation of backups (79.9%), showing a statistically significant relationship with the self-perception of privacy protection risk in mobile web (p < 0.05). It was concluded that the low development of information security education topics in the training of obstetric students is related to the self-perception of high risk in the privacy protection in mobile web during the COVID-19 pandemic.",,"Olaza-Maguiña AF,De La Cruz-Ramirez YM",,2021,32–43,10.1007/978-3-030-83164-6_3,https://doi-org.proxy.bnl.lu/10.1007/978-3-030-83164-6_3;http://dx.doi.org/10.1007/978-3-030-83164-6_3,Conference Paper
"Participatory Sensing Platform Concept For Wildlife Animals In The Himalaya Region, Nepal","Human Computer Biosphere Interaction (HCBI) is a relatively new academic discipline that acts as a critical juncture between the conservation biology and the Information, Communication and Technology (ICT). HCBI domain exploits the capabilities of the repertoire of available technological tools to remotely sense data from difficult geographical terrains in a secure and cost-effective manner. In this perspective paper, we highlight some of the bio-acoustic technologies that we have been using for our research in Fukushima prefecture, Japan. Learning from our experience in Fukushima, we provide our preliminary viewpoint on the possibility of incorporating HCBI research in Manang, Nepal. Our impressions are largely based on the site visit to Manang and informal interaction with locals and conservation specialists. The preliminary feasibility study will prove useful in future as we plan a full-fledged ICT based animal conservation study to assess how the application of ICT tools for wildlife monitoring can contribute to the economic empowerment of locals in Manang who depend on subsistence farming. In summary, this paper provides a preliminary overview of the potentiality of technology transfer from Japan to the remote hilly areas in Nepal for wildlife conservation by employing ICT tools and participatory sensing approach.",,"Shimotoku D,Yuan T,Parajuli LK,Kobayashi HH",,2022,87–98,10.1007/978-3-031-05431-0_6,https://doi-org.proxy.bnl.lu/10.1007/978-3-031-05431-0_6;http://dx.doi.org/10.1007/978-3-031-05431-0_6,Conference Paper
Detecting Voter Fraud in an Electronic Voting Context: An Analysis of the Unlimited Reelection Vote in Venezuela,"Between December 2007 and February 2009, Venezuelans participated twice in constitutional referenda where the elimination of presidential term limits was one of the most salient proposals. Assuming voter preferences did not change significantly during that period, the 'repeated' character of these elections provide us with an excellent opportunity to apply forensic tools designed to detect anomalies and outliers in election returns in elections where electronic voting technologies were used. Similar tools were first applied by Myagkov et al. ([20], [21], [22], [23]) to the study of electoral fraud in Russia and Ukraine, and were effective in the isolation of potential cases of manipulation of electoral returns. The case of Venezuela is different because there exists no widespread agreement about the integrity or otherwise fraudulent nature of national elections, and because it is a nation where electronic voting technologies are used. Unless electoral fraud takes place in exactly the same manner in each election, an analysis of the 'flow of votes' between elections can be used to detect suspicious patterns in electoral returns. Although we do not find evidence of pervasive electoral fraud compared, for instance, to the Russian case, our analysis is useful to detect polling places or regions deviating considerably from the more general pattern.",,"Levin I,Cohn GA,Ordeshook PC,Alvarez RM",,2009,4,,,Conference Paper
Proceedings of the International Conference on Information Technology & Systems (ICITS 2018),"This book includes a selection of articles from the 2018 International Conference on Information Technology & Systems (ICITS 18), held on January 10 12, 2018, at the Universidad Estatal Pennsula de Santa Elena, Libertad City, Ecuador. ICIST is a global forum for researchers and practitioners to present and discuss recent findings and innovations, current trends, lessons learned and the challenges of modern information technology and systems research, together with their technological development and applications. The main topics covered include information and knowledge management; organizational models and information systems; software and systems modeling; software systems, architectures, applications and tools; multimedia systems and applications; computer networks, mobility and pervasive systems; intelligent and decision support systems; big data analytics and applications; humancomputer interaction; ethics, computers & security; health informatics; and information technologies in education.",,"Rocha A,Guarda T",,2018,,,,Book
A View from the Other Side: Understanding Mobile Phone Characteristics in the Developing World,"Mobile devices are becoming increasingly dominant in the developing world. However, there is little insight into the characteristics of devices being used in such regions. Using a dataset of 0.5 million subscribers from one of the largest cellular operators in Pakistan, we analyze the characteristics of cell phones based on different features (e.g., CPU, memory, and cellular interface). We identify potential device-level bottlenecks for Internet access and analyze the security implications of the phones being used. To aid the analysis of cell phones, we propose abstractions (e.g., connectivity, capacity, and device security) and cluster phones based on these abstractions. Our analysis reveals interesting insights for improving mobile web performance.",,"Ahmad S,Haamid AL,Qazi ZA,Zhou Z,Benson T,Qazi IA",,2016,319–325,10.1145/2987443.2987470,https://doi-org.proxy.bnl.lu/10.1145/2987443.2987470;http://dx.doi.org/10.1145/2987443.2987470,Conference Paper
On Demand Radio Frequency Identification Based Vehicle Tracking System,"Over the years, many systems have addressed the problem of location sensing. In the past, geographic positioning systems (GPS) have been widely used to track moving objects located outside environments. These systems have several problems such as operational, environmental and high cost. The fixed GPS infrastructure causes several problems in wireless systems. Thus, GPS is considered not a suitable solution for the fixed environment. Due to this, there is a need for the system that can be replaced with less effort to meet future needs. Thus, the purpose of this paper is to discuss the available wireless technologies like radio frequency identification (RFID) techniques and mobile ad hoc sensor network. In doing so, the application of these technologies for remote objects information acquisition and tracking of moving objects is discussed. Further, the authors attempt to develop a communications setup for highways of Pakistan by using RFID and wireless sensor networks techniques to build a network that can be used for object tracking and information acquisition of moving vehicles on highways. This system may be used for variety of purposes especially for security enhancements at highways.",,"Memon S,Khoumbati K,Shaikh A",,2010,34–43,10.1504/IJBIS.2010.034003,https://doi-org.proxy.bnl.lu/10.1504/IJBIS.2010.034003;http://dx.doi.org/10.1504/IJBIS.2010.034003,Journal Article
Universities of the Kyrgyz Republic on the Web: Accessibility and Usability,"Today the Internet is the easiest way to find information about any kind of organization, and the first impression about an organization is almost always based on its Web site. This study investigated whether the Web sites of the universities in the Kyrgyz Republic comply with prevailing standards of accessibility and usability and whether these qualities depend on location and type of ownership of the universities. The analysis was conducted using online evaluation tools. Based on the data collected, the hypotheses were further tested using the SPSS statistical package. The results show a low usability rating for the vast majority of the universities' Web sites. For 90.47 % of the Web sites upload time exceeds 30 s; 52.38 % of the Web sites have broken links; and 100 % have browser compatibility problems. The results of accessibility tests show low compliance with W3C-WCAG 1.0: error rates for Priority 1, 2, and 3 checkpoints of 83.33, 92.85, and 95.24 %, respectively. The results obtained and the results of an independent t test indicate that most of the issues of all Web sites tested are not of a technical nature, and occur mainly due to human factors related to Web application development.",,"Ismailova R,Kimsanova G",,2017,1017–1025,10.1007/s10209-016-0481-0,https://doi-org.proxy.bnl.lu/10.1007/s10209-016-0481-0;http://dx.doi.org/10.1007/s10209-016-0481-0,Journal Article
GlacierNet Variant for Large Scale Glacier Mapping,"Climate change impact is profoundly visible in recent decades including its effect on the health of the mountain glaciers. Accelerated glacier recession patterns observed globally are leading to consequences like sea level rise, water security and glacier-related hazards. Therefore, it is important to monitor and understand these glacier changes. Detection of accurate glacier boundary, which is the basic input of many glacier analysis, remains a challenge even after many years of research on conventional remote sensing methods or machine learning methods. A deep learning based approach named as GlacierNet has been developed to exploit the convolutional neural network (CNN) segmentation model to accurately outline the debris-covered glacier (DCG) ablation zones in regional scope. To improve the approach, the performance of GlacierNet?s CNN is compared with several advanced CNN segmentation models, including Mobile-UNet, Res-UNet, FCDenseNet, R2UNet, and DeepLabV3+, to identify the most salient features that could contribute to the DCG segmentation accuracy.Based on the evaluation, we developed the GlacierNet2 that is an enhanced version of our GlacierNet, that incorporates deep learning, image processing, and remote sensing technologies and hydrology science. It is observed that the GlacierNet2 ameliorates the estimation of the DCG ablation region also called the ablation zone and reaches the high level of intersections over union (IOU) score of 0.8839. The important component of any glacier mapping is to include both accumulation and ablation zone. Consequently, the newly added capacity of the enhanced approach is to map the snow-covered accumulation zone (SCAZ). The experimental evaluations demonstrate that the proposed model can provide complete glacier (both accumulation and ablation zone) outlines at regional scales with an overall IOU score of 0.8619. Also, we design a large-scale mapping strategy to progressively enhance the network familiarity to varied types of glaciers via systematically repeating the training process. This strategy allows the network to delineate a large number of glaciers while only requiring a small proportion of initial training data. Thus, resulting in a significant drop in labor and expert intervention, which are required for selecting and labeling the training data. Our results show a successful and accurate generation of glacier boundaries with an intersection over union (IOU) score of 0.8115 in the Karakoram and parts of western Himalaya and an IOU of 0.7525 in the Nepal Himalaya. Our work outlines how future efforts of large and global scale mapping can be developed to monitor and analyze glacier dynamics.",,"Xie Z,Theus Aspiras,Eric Balster,Umesh Haritashya",,2022,,,,Ph.D. Thesis
The Blend of Credit Scoring Model for Individual in the Dmaic Process for Reducing Non-Performing Loan Risk,"Non-performing loan (NPL) is the main threat for all financial institutions. In order to improve loan approval process and reduce the risk of NPL, this research proposes an application of six sigma and credit scoring model. Six Sigma is an outstanding tool for process improvement by reducing defects in the process in manufacturing and service industries. Credit scoring model is a statistical model that aid in the decision making for the bank and other financial institution whether they should approve or reject the loan application. Six Sigma offers value by reducing defects and Credit scoring model can enhance credit lending policy. The implementation of Six sigma and Credit scoring model in bank loan approval process is a new topic and few literatures have studied in this area. The objectives of this research are to identify factors causing NPL and propose framework using Six Sigma and Credit scoring model to improve bank loan process and enhance the credit lending policy to reduce the risk of NPL. Case study of a bank in Cambodia is illustrated.",,"Thavarith V,Liangrokapart J",,2019,195–202,10.1145/3335550.3335583,https://doi-org.proxy.bnl.lu/10.1145/3335550.3335583;http://dx.doi.org/10.1145/3335550.3335583,Conference Paper
IWCMC '07: Proceedings of the 2007 International Conference on Wireless Communications and Mobile Computing,"On behalf of the Technical Program Committee, I welcome you all to the ACM International Wireless Communications and Mobile Computing Conference (ACM IWCMC 2007) in Turtle Bay Resort, Honolulu, Hawaii! I'm delighted that this year's ACM IWCMC accomplishes its goal under our conference theme ""The Future is Now---The New Era of Wireless Communications and Mobile Computing and Networking Technologies"" and continues its tradition of providing the premier forum for presentation of research results and experience reporting on the cutting edge research in the general areas of the wireless communications and mobile computing.This year, we received about 300 submissions from 32 countries. All papers received rigorous peer reviews from our Technical Program Committee (TPC), comprised of 41 Symposia Chairs/Co-Chairs and a total of 200 TPC members from academia, government laboratories, and industries. We also invited more than 470 external expert reviewers from all over the world. After carefully examining all the received review reports, the ACM IWCMC 2007 TPC finally selected 119 high-quality papers for presentation at the conference and publication in ACM IWCMC 2007 proceedings. The accepted papers come from United Kingdom, Canada, Germany, Australia, Taiwan, Korea, China, India, Japan, Portugal, Finland, Egypt, France, Ireland, Pakistan, Spain, Brazil, Italy, Iran, Norway, Sweden, Chile, Singapore, and the United States.The conference program starts each day with a keynote speaker given by the world-class leaders in the areas -- Dr. Robert E. Kahn, Professor Vijay K. Bhargava, Professor Aggelos K. Katsaggelos, highlighting the latest research trends in the wireless communications, mobile computing, and networks. A total of 27 technical sessions, organized in three parallel tracks, from the core of the technical program. This year, the technical sessions reflect the continued and growing interests in a wide range of spectrum, including wireless communications and networks, cross-layer design and optimization, mobile computing, wireless sensor networks, network security, information theory and applications.",,,,2007,,,,Book
Landslide Detection Based on Contour-Based Deep Learning Framework in Case of National Scale of Nepal in 2015,,,"Yu B,Chen F,Xu C",,2020,,10.1016/j.cageo.2019.104388,https://doi-org.proxy.bnl.lu/10.1016/j.cageo.2019.104388;http://dx.doi.org/10.1016/j.cageo.2019.104388,Journal Article
A Virtual Reality Exposure Therapy Application for Iraq War Post Traumatic Stress Disorder,"Post Traumatic Stress Disorder (PTSD) is reported to be caused by traumatic events that are outside the range of usual human experiences including (but not limited to) military combat, violent personal assault, being kidnapped or taken hostage and terrorist attacks. Initial data suggests that 1 out of 6 Iraq War veterans are exhibiting symptoms of depression, anxiety and PTSD. Virtual Reality (VR) exposure treatment has been used in previous treatments of PTSD patients with reports of positive outcomes. The aim of the current paper is to present the rationale, technical specifications, application features and user-centered design process for the development of a Virtual Iraq PTSD VR therapy application. The VR treatment environment is being created via the recycling of virtual graphic assets that were initially built for the U.S. Army-funded combat tactical simulation scenario and commercially successful X-Box game, Full Spectrum Warrior, in addition to other available and newly created assets. Thus far we have created a series of customizable virtual scenarios designed to represent relevant contexts for exposure therapy to be conducted in VR, including a city and desert road convoy environment. User-Centered tests with the application are currently underway at the Naval Medical Center-San Diego and within an Army Combat Stress Control Team in Iraq with clinical trials scheduled to commence in February 2006.",,"Pair J,Allen B,Dautricourt M,Treskunov A,Liewer M,Graap K,Reger G",,2006,62–72,10.1109/VR.2006.23,https://doi-org.proxy.bnl.lu/10.1109/VR.2006.23;http://dx.doi.org/10.1109/VR.2006.23,Conference Paper
"New Trends in Information and Communications Technology Applications: Third International Conference, NTICT 2018, Baghdad, Iraq, October 24, 2018","This book constitutes the refereed proceedings of the Third International Conference on New Trends in Information and Communications Technology Applications, NTICT 2018, held in Baghdad, Iraq, in October 2018. The 18 papers presented were carefully reviewed and selected from 86 submissions. The papers are organized in topical sections, namely: Computer networks; system and network security; machine learning; intelligent control system; communication applications; computer vision; and e-learning.",,"Al-mamory SO,Alwan JK,Hussein AD",,2018,,,,Book
A Sharable Cloud-Based Pancreaticoduodenectomy Collaborative Database for Physicians: Emphasis on Security and Clinical Rule Supporting,"Background: Pancreaticoduodenectomy (PD) is a major operation with high complication rate. Thereafter, patients may develop morbidity because of the complex reconstruction and loss of pancreatic parenchyma. A well-designed database is very important to address both the short-term and long-term outcomes after PD. Objective: The objective of this research was to build an international PD database implemented with security and clinical rule supporting functions, which made the data-sharing easier and improve the accuracy of data. Methods: The proposed system is a cloud-based application. To fulfill its requirements, the system comprises four subsystems: a data management subsystem, a clinical rule supporting subsystem, a short message notification subsystem, and an information security subsystem. After completing the surgery, the physicians input the data retrospectively, which are analyzed to study factors associated with post-PD common complications (delayed gastric emptying and pancreatic fistula) to validate the clinical value of this system. Results: Currently, this database contains data from nearly 500 subjects. Five medical centers in Taiwan and two cancer centers in Mongolia are participating in this study. A data mining model of the decision tree analysis showed that elderly patients (>76 years) with pylorus-preserving PD (PPPD) have higher proportion of delayed gastric emptying. About the pancreatic fistula, the data mining model of the decision tree analysis revealed that cases with non-pancreaticogastrostomy (PG) reconstruction - body mass index (BMI)>29.65 or PG reconstruction - BMI>23.7 - non-classic PD have higher proportion of pancreatic fistula after PD. Conclusions: The proposed system allows medical staff to collect and store clinical data in a cloud, sharing the data with other physicians in a secure manner to achieve collaboration in research.",,"Yu HJ,Lai HS,Chen KH,Chou HC,Wu JM,Dorjgochoo S,Mendjargal A,Altangerel E,Tien YW,Hsueh CW,Lai F",,2013,488–497,10.1016/j.cmpb.2013.04.019,https://doi-org.proxy.bnl.lu/10.1016/j.cmpb.2013.04.019;http://dx.doi.org/10.1016/j.cmpb.2013.04.019,Journal Article
"""We Even Borrowed Money From Our Neighbor"": Understanding Mobile-Based Frauds Through Victims' Experiences","Mobile-based scams are on the rise in emerging markets. However, the awareness about these scams and ways to avoid them remains limited among mobile users. We present a qualitative analysis of the dynamics of mobile-based fraud (specifically, SMS and call-based fraud) in Pakistan. We interviewed 96 participants, including different stakeholders in the mobile financial ecosystem: 71 victims of mobile-based scams, seven non-victims, 15 mobile money agents, and three officials from regulatory agencies that investigate mobile-based fraud. Leveraging the perspectives from these stakeholders and analyzing mobile-based fraud with a four-step social-engineering attack framework, we make four concrete contributions: First, we identify the nuances as well as specific tactics, methods, and resources that fraudsters use to scam mobile users. Second, we look at other actors, beyond the victim and the adversary, involved or affected by fraud and their roles at each step of the fraud process. Third, we discuss victims' understanding of mobile fraud, their behavior post-realization, and their attitudes toward reporting fraud. Finally, we discuss possible points of intervention and offer design recommendations to thwart mobile fraud, including addressing the vulnerabilities discovered in the ecosystem, utilizing existing actors to mitigate the consequences of these attacks, and realigning the design of fraud reporting mechanisms with the sociocultural practices.",,"Razaq L,Ahmad T,Ibtasam S,Ramzan U,Mare S",,2021,,10.1145/3449115,https://doi-org.proxy.bnl.lu/10.1145/3449115;http://dx.doi.org/10.1145/3449115,Journal Article
Critical Risk Path Method: A Risk and Contingency-Driven Model for Construction Procurement in Complex and Dynamic Projects,"Existing approaches to risk management in construction procurement primarily dwell on strategies designed for commonly identifiable risk factors in typical project environments. Commonly identifiable risk factors would include too early or late material delivery-a condition typically ameliorated by implementing a Just In Time JIT plan; inferior construction materials typically mitigated by employing trusted vendors; or ineffective contractors primarily avoided by the use of experienced contractors. The purpose of this paper is to present a coherent model for procurement risk management for construction and infrastructure development projects within the context of dynamic project environments-complex, or chaotic. For the purpose of this study, a critical risk path activity is one in which a delay of activity completion not only leads to project delay, but does so in a manner that may be fatal to project or at best, far greater than the actual delay. The study incorporates observations and theory with practical application for improving initiatives by emergency infrastructure development response organizations such as FEMA Federal Emergency Management Agency and USACE US Army Corps of Engineers in the United States, the NEMA National Emergency Management Agency in Nigeria, or ANDMA Afghanistan National Disaster Management Authority etc. This study presents risk response plans aimed at improving the potential occurrence of positive risk aspects while reducing, or eliminating the same for negative risk occurrences. This study explored material, equipment, and skilled labor procurement strategies related to project risk management from the perspectives of scheduling, cost, and quality-three factors often referred to as the triple project constraints. It identified gaps within specific national and multinational organizations' approaches, and provided detailed recommendations for process improvements from the procurement management perspective to ensure the potential for successful project outcomes in unstable project conditions.",,"Howard C,Iromuanya C,Hargiss KM",,2013,61–73,10.4018/jsita.2013040105,https://doi-org.proxy.bnl.lu/10.4018/jsita.2013040105;http://dx.doi.org/10.4018/jsita.2013040105,Journal Article
"Determinant of Food Security on Upland Agriculture Households in Paletwa Township, Chin State of Myanmar","This study aims to determine food security on upland agriculture households in rural area. Food security is concerned with the first two main goals of Sustainable Development Goals, No Poverty and Zero Hunger. Myanmar is Food Insecure State that showing 14.2% that is 7.7 million of 51 million population. Chin state is least developing and Paletwa is poorest out of 324 townships. Research is applied by both qualitative and quantitative approaches. 3 Villages and 1 Quarter are chosen for qualitative method and 141upland agriculture households are selected for field survey using random sampling method. The data are analyzed by logistic regression in SPSS 17 to determine food security. Age, education, schooling years of household head, size, second occupation and no. of working people in households are socio-economic determinant and own food production and fruit access are food security determinant.",,"Lwin S,Poungchompu S",,2017,44–53,10.4018/IJKSR.2017040104,https://doi-org.proxy.bnl.lu/10.4018/IJKSR.2017040104;http://dx.doi.org/10.4018/IJKSR.2017040104,Journal Article
"IC4E '18: Proceedings of the 9th International Conference on E-Education, E-Business, E-Management and E-Learning","The 9th International Conference on E-Education, E-Business, E-Management and E-Learning (IC4E) was successfully held in San Diego, USA in January 11-13, 2018. IC4E provides a platform for scientists, engineers and technologists who work in all aspects of E-Education, E-Business, E-Management and E-Learning. IC4E 2018 received 43 submissions. Among rigorous peer review, we accepted 24 papers for presentation. These papers are contributed by researchers in many different countries, including Japan, South Korea, China, Taiwan, Hong Kong, Thailand, Philippines, Pakistan, Saudi Arabia, and Nigeria. These papers cover the topics range from knowledge management, personalized learning, micro-lecture construction, security policies, collaborative learning, mobile learning, social media, student behavior tracking, and employment issues.",,,,2018,,,,Book
Smart Agriculture for Sustainable Food Security Using Internet of Things (IoT),"Internet of Things (IoT) is being used in various parts of human life (domestic and commercial) to provide ease in living, safety, increase productivity, monitoring, and resource optimization in various industries. Agriculture is one of them, where IoT and robots are being used before and after the cultivation process, from preparing land for cultivation to supplying them to the consumer market. These domains include crop monitoring, smart irrigation, pest monitoring, and smart pest control, harvesting, and safely supplying them in the consumer market by maintaining the quality and integrity of the final product. Pakistan is an agricultural country, where it stands in terms of advanced agriculture technology. In this review, we discussed the major IoT ecosystem components. What are the most practiced smart agriculture techniques and their benefits and some widely used applications of IoT in agriculture? Through this overview, we are trying to highlight the potential of IoT in agriculture for sustainable food security for Pakistan.",,"Qureshi T,Saeed M,Ahsan K,Malik AA,Muhammad ES,Touheed N,Islam SK",,2022,,10.1155/2022/9608394,https://doi-org.proxy.bnl.lu/10.1155/2022/9608394;http://dx.doi.org/10.1155/2022/9608394,Journal Article
The Presence of the Turkish Private Sector in the Kurdistan Region of Iraq,"How do practices guiding the engagement of the international private sector in fragile and conflict-affected states emerge, and who are the important actors and institutions in this process? Using a human security framework, this thesis seeks to apply critical security studies by taking a closer look at the role of the Turkish private sector in the Kurdistan Region of Iraq. This thesis argues that the international private sector can be a vital tool to enhance human security, in particular economic security, in fragile and conflict-affected states. However, without a regulatory environment for the private sector to follow ""best practices,"" it is largely at the discretion of each business to adopt measures to enhance human security. In this light, this thesis presents the conditions that either enhance or constrain economic security following the intervention of the international private sector. The central findings suggest the Turkish private sector enhanced certain economic security areas such as infrastructure recovery and restoration of access to basic services, the dismantling of a war economy and illegal economic networks, and expansion of opportunities for people through training, skills development and empowerment. The central findings also suggest the Turkish private sector constrained economic security in the areas of job creation or to the establishment of public and private sector employment, wage employment and self-employment. The impact of the Turkish private sector on public-private relations appeared to have had a mixed impact. Moreover, there were some economic security conditions such as basic income and poverty alleviation, rehabilitation and diversification of the agriculture sector, development of productive activities for ex-combatants, returnees and impoverished groups, provision of microfinance opportunities, clarification of property rights, macroeconomic development, and provision of well-coordinated, predictable, and multifaceted aid, where the Turkish private sector appeared to have had little impact if any at all.",,Fidan CB,,2016,,,,Ph.D. Thesis
Prototype of an Alignment Model of the Ministry of Telecommunications and the Information Society to a Public Organization in Ecuador,"This work contains information on technological advances in various public institutions in Ecuador, to improve the quality of services to users from government management. The objective was to design a prototype that is an alignment model for the Ministry of Telecommunications and the information society to a public organization in Ecuador; for this reason, it was important to work with a quantitative methodology that allowed to objectively know the management and applicable strategies and clarified its usefulness in the Ecuadorian context. In order for this alignment to be possible, it was proposed to comply with the decrees and laws, which allow the ease of communication between public and private companies, as well as strengthen citizen participation, support communication activity through access to public data, which values and respects diversity. It turned out that the ITIL model together with linear programming are the most suitable options to allow technology to be managed with good practices in public institutions. In this way, it was possible to conclude that state companies must align themselves, making good use of the information society, respecting the theory of public service, community communication, cybernetic theory, universal and affordable universal access to ICT, to all citizens, in order to provide care to users with quality and warmth based on the country's public policies.",,"Toapanta SM,Canales MJ,Rojas JG,Gallegos LE",,2020,58–64,10.1145/3404663.3404676,https://doi-org.proxy.bnl.lu/10.1145/3404663.3404676;http://dx.doi.org/10.1145/3404663.3404676,Conference Paper
Change Detection Analysis Using Sentinel-1 Satellite Data with SNAP and GEE Regarding Oil Spill in Venezuela,"In Venezuela, according to a report by the National Aeronautics and Space Administration (NASA) dated September 2021, up to 50,000 oil spills at sea have been monitored in the 2010–2016-time frame. In the current two-year period, the situation does not seem to have changed: the state refinery of the Venezuelan oil company Petróleos de Venezuela, S.A. (PDVSA), located near El Palito (Carabobo), is estimated to have been responsible for nearly 100,000 barrels of oil spilled in just one year. The aforementioned spills, with the intensification of extraction, transport and storage operations, have given rise to a greater number of accidents resulting in uncontrolled dispersion of material, endangering local marine-coastal ecosystems. The one that took place in July 2020 stands out, reconstructed a posteriori using satellite images that have highlighted its geo-environmental impact. Remote sensing has played a fundamental role in identifying and monitoring the spread of hydrocarbons; in the present study, the same event was analysed using Sentinel-1 Synthetic Aperture Radar Image (SAR) Change Detection techniques. The use of the desktop software SeNtinel Application Platform (SNAP) of the European Space Agency (ESA) made it possible to quantify the ocean surface affected by the phenomenon under analysis; at the same time, an algorithm was formulated within the cloud platform Google Earth Engine (GEE) which confirmed the same outputs but more quickly and allowed the implementation of an algorithm that exploits the statistical concept of value of Otsu threshold. The results obtained were subsequently compared with other results extrapolated through automatic methodologies developed by ESA, which supported a better accuracy of the procedures used in this study.",,"Caporusso G,Gallo C,Tarantino E",,2022,387–404,10.1007/978-3-031-10545-6_27,https://doi-org.proxy.bnl.lu/10.1007/978-3-031-10545-6_27;http://dx.doi.org/10.1007/978-3-031-10545-6_27,Conference Paper
