"Document Title","Abstract","Chosen","Authors","Author Affiliations","Publication Year","Page","DOI","Link","Content type"
"Exploring Risk and Benefit Factors Affecting User Adoption Intention of Fintech in Indonesia","The presence of Fintech as an innovative and disruptive financial service can improve the efficiency and scope of financial services through the application of technology. Fintech is considered to have various benefits. However, based on survey conducted by DailySocial and Otoritas Jasa Keuangan finds that the Fintech adoption rate in Indonesia is still relatively low at around 58.1%, this is in line with a penetration level of Fintech in Asia which Indonesia usage level still in 5% compared to China, Hong Kong, and India. In determining Fintech adoption, users tend to do rational calculations by comparing the perceived benefits and risks and will decide to adopt them when the perceived benefits are greater than the risks received. According to some studies, trust can be mediated to reduce some level of risk, thus this study will also include trust variables in the risk-benefit framework to determine user adoption intention on Fintech services in Indonesia. Based on data collected from 100 Fintech users, this study initially investigated whether perceived benefits and risks significantly impacted Fintech adoption intention. Partial Least Square (PLS-SEM) method is used to estimate the relationship between constructs. As a resulting trust, economic benefit and convenience are proven to significantly influence the user to adopt Fintech. While privacy awareness, financial risk, and legal risk are significantly affected by user trust. The hypothesis testing indicates that security risk has the biggest negative effect and convenience has the biggest positive effect on Fintech adoption intention.","Yes","Haqqi FR,Suzianti A","","2020","13–18","10.1145/3400934.3400939","https://doi-org.proxy.bnl.lu/10.1145/3400934.3400939;http://dx.doi.org/10.1145/3400934.3400939","Conference Paper"
"Failure Mode and Effects Analysis Based on Rough Cloud Model and MULTIMOORA Method: Application to Single-Point Mooring System","","","Yu J,Zeng Q,Yu Y,Wu S,Ding H,Ma W,Gao H,Yang J","","2023","","10.1016/j.asoc.2022.109841","https://doi-org.proxy.bnl.lu/10.1016/j.asoc.2022.109841;http://dx.doi.org/10.1016/j.asoc.2022.109841","Journal Article"
"Firefly-Inspired and Robust Time Synchronization for Cognitive Radio Ad Hoc Networks","Harnessing the full power of the paradigm-shifting cognitive radio ad hoc networks (CRAHNs) hinges on solving the problem of time synchronization between the radios on the different stages of the cognitive radio cycle. The dynamic network topology, the temporal and spatial variations in spectrum availability, and the distributed multi-hop architecture of CRAHNs mandate novel solutions to achieve time synchronization and efficiently support spectrum sensing, access, decision and mobility. In this article, we advance this research agenda by proposing the novel Bio-inspired time SynChronization protocol for CRAHNs (BSynC). The protocol draws on the spontaneous firefly synchronization observed in parts of Southeast Asia. The significance of BSynC lies in its capability of promoting symmetric time synchronization between pairs of network nodes independent of the network topology or a predefined sequence for synchronization. It enables the nodes in CRAHNs to efficiently synchronize in a decentralized manner, and it is also reliable to changes, faults and attacks. The findings suggest that BSynC improves convergence time, thereby favoring deployment in dynamic network scenarios.","","Lipa N,Mannes E,Santos A,Nogueira M","","2015","36–44","10.1016/j.comcom.2015.04.005","https://doi-org.proxy.bnl.lu/10.1016/j.comcom.2015.04.005;http://dx.doi.org/10.1016/j.comcom.2015.04.005","Journal Article"
"Game Based Technology to Enhance the Learning of History and Cultural Heritage","New Game technologies can support the learning process of user within a Cultural Heritage site. The level of realism is ideal to visualize cultural heritage if a strong focus on the environment's atmosphere and immersion is required. Moreover this is not achievable through ""static"" 3D rendering.The use of the most appropriate navigation metaphors, according to the different categories of users, can help them highlight and ease their understanding. Similarly navigation metaphors can amplify the role played by the discovery process, which is extremely important in the context of learning. Additionally video games are the perfect means to bring cultural heritage closer to children, pupils, who are traditionally familiar with the concept to walking and navigating into virtual worlds.This work will present an application, using game engine technology, whereby the virtual environment and its interactions are used to promote the learning history. The work presented is the result of NETConnect, a 36 month project funded by the EC through the Culture2000 Programme. The seven partners of the consortium have worked together, sharing interdisciplinary competences and different cultural experiences, with the following goals:• To gather common cultural heritage of European significance.• To use state-of-the-art technology to make European heritage more visible and to improve accessibility to European heritage with major benefits for the general public.• To improve participation in cultural activities through new technologies.• To promote cooperation between cultural operators and technology experts, leading to an International Network on new Technologies in Europe for Cultural Heritage.The project encompasses three archeological sites that share common cultural traits, specifically: Lokroi (Magna Graecia, today South of Italy), Glauberg (Germany), Biskupin (Poland).The virtual environment developed has been designed to be used by non expert and suitable for use by a wide and heterogeneous public such as families, elderly people, students. The 3D reconstructions followed a graphics style similar to visual language adopted by video games, emphasising environmental effects such as fog, sky, water, particles. When interacting with the environment the user perceives it as if they were playing a video game. The challenge of finding relevant pieces of information organized through a set of hotspots became the means to learn the history of the site. These relevant Points Of Interest (POI) contain additional multimedia material (e.g. video, images, 3D model, text) becomes accessible to the user.Moreover we have paid specific attention to the creation of a user-friendly and universal (i.e. suitable for all type of users) interface which can be used during the visit at the museum premises. Since it was requested to make a VR application as immersive and interactive as possible we have decided to introduce the feature to handle new navigation metaphors. Indeed, through scripting, it become possible to configure and use the new Nintendo controller. This functionality, allowing the user to move in the virtual world using the Nunchuck, to look around his/her position using the Wiimote and to interact with the virtual scene using these two controllers.The game engine chosen for the project is Unity3D (www.unity3d.com) which allows the creation of both web-based (through a free plug-in) and standalone interactive environments which can be available at the premises of a museum or archeological site. This choice was made for several reasons: first, it features a simple authoring interface to create and edit the 3D scene with the possibility to enjoy real time lights and shadows. Secondly it exploits the latest graphical hardware by making extensive use of shaders to deliver high quality graphics.The system has been already tested by more than a hundred users with very diverse cultural backgrounds and it has received a positive feedback.","","De Amicis R,Girardi G,Andreolli M,Conti G","","2009","451","10.1145/1690388.1690499","https://doi-org.proxy.bnl.lu/10.1145/1690388.1690499;http://dx.doi.org/10.1145/1690388.1690499","Conference Paper"
"Gendered Gigs: Understanding the Gig Economy in New Delhi from a Gendered Perspective","I present findings from a semi-structured, qualitative research conducted with 20 beauticians and makeup artists on an on-demand services app in New Delhi. Through an understanding of the particularities of gender, class, caste and body labor in the labor market, I explore the futures of workers. The work illustrates the impact technologically-mediated work has on workers' employment relations and labor outcomes -- specifically the differentiated risks and vulnerabilities faced by women workers in the Global South in the gig economy. By linking economic rights and the social dimensions of development, I suggest ways in which more inclusive and fairer policies can be institutionalized to protect the interests of gig workers.","","Gupta S","","2020","","10.1145/3392561.3394635","https://doi-org.proxy.bnl.lu/10.1145/3392561.3394635;http://dx.doi.org/10.1145/3392561.3394635","Conference Paper"
"Guidelines for Data Privacy Compliance: A Focus on Cyber-Physical Systems and Internet of Things","Privacy as a human right has been in existence for decades, but its effects are accentuated in the information age. Data privacy compliance in modern information technology applications is important, unavoidable, but complex, even more so for technologies (such as cyber-physical systems (CPSs) and Internet of Things (IoT)) that are enablers of the fourth industrial revolution, because of the covert nature of data collection involved. Organisations are not always equipped to comply with privacy requirements in such environments. This paper proposes a list of privacy compliance guidelines aimed at making it practical for organisations to comply with privacy legislation in these domains. The proposed guidelines can provide direction to organisations when carrying out a data privacy compliance exercise for CPSs and IoT. The guidelines take into account technical, organisational and legal aspects of data privacy compliance. Legal aspects are primarily based on the South African Protection of Personal Information Act 4 of 2013. Design science research, using literature analysis and expert opinion as data collection methods, was used as research approach.","","Baloyi N,Kotzé P","","2019","","10.1145/3351108.3351143","https://doi-org.proxy.bnl.lu/10.1145/3351108.3351143;http://dx.doi.org/10.1145/3351108.3351143","Conference Paper"
"HTK Analysis of Text-Based CAPTCHA Using Phonemic Restoration Effect and Similar Pronunciation with an Asian Accent","In Recent years, bot (robot) programs have been a threat on the web. Some kinds of the bots acquire accounts of web services in order to use the accounts for SPAM mails, phishing, etc. CAPTCHA (Completely Automated Public Turing test to tell Computers and Humans Apart) is one of the countermeasures for preventing bots from acquiring the accounts. Especially, text-based CAPTCHA is applied to almost all famous web services since it can be implemented easily. However, CAPTCHA faces a problem that evolution of algorithms for analysis of printed characters disarms text-based CAPTCHA. Stronger distortion of characters is an easiest countermeasure of the problem. However, it makes recognition of characters difficult not only for bots but also for human beings. Therefore, we proposed a new CAPTCHA with resistance to the analysis by computers. We focus on the human abilities of phonemic restoration and recognition of similar pronunciation. Furthermore, we also pay attention to the fact that words with an Asian accent can be heard by English speakers. The proposed CAPTCHA makes machinery presumption difficult for bots, while providing easy recognition for human beings. In this paper, analysis of our CAPTCHA by computers with HMM (Hidden Markov Model) is evaluated.","","Goto M,Shirato T,Uda R","","2015","","10.1145/2701126.2701217","https://doi-org.proxy.bnl.lu/10.1145/2701126.2701217;http://dx.doi.org/10.1145/2701126.2701217","Conference Paper"
"HearMeOut: Detecting Voice Phishing Activities in Android","In South Korea, voice phishing has been proliferating with the advent of voice phishing apps: the number of annual victims had risen to 34,527 in 2020, representing financial losses of approximately 598 million USD. However, the voice phishing functionalities that these abusive apps implement are largely understudied. To this end, we analyze 1,017 voice phishing apps and reveal new phishing functionalities: outgoing call redirection, call screen overlay, and fake call voice. We find that call redirection that changes the intended recipients of victims' outgoing calls plays a critical role in facilitating voice phishing; our user study shows that 87% of the participants did not notice that their intended recipients were changed when call redirection occurred. We further investigate implementations of these fatal functionalities to distinguish their malicious behaviors from their corresponding behaviors in benign apps. We then propose HearMeOut, an Android system-level service that detects phishing behaviors that phishing apps conduct in runtime and blocks the detected behaviors. HearMeOut achieves high accuracy with no false positives or negatives in classifying phishing behaviors while exhibiting an unnoticeable latency of 0.36 ms on average. Our user study demonstrates that HearMeOut is able to prevent 100% of participants from being phished by providing active warnings. Our work facilitates a better understanding of recent voice phishing and proposes practical mitigation with recommendations for Android system changes.","","Kim J,Kim J,Wi S,Kim Y,Son S","","2022","422–435","10.1145/3498361.3538939","https://doi-org.proxy.bnl.lu/10.1145/3498361.3538939;http://dx.doi.org/10.1145/3498361.3538939","Conference Paper"
"Human Factors Analysis for Aviation Accidents and Incidents in Singapore","The aviation industry is an important sector in contributing to a nation’s economy and its growth and development. The continuous improvement in the aviation industry with the adoption of new technology has developed trust and confidence amongst people all over the world. However even with such improvement and technological advances embedded in the aviation industry, accidents still cannot be avoided. An aviation accident is characterized as an incident that is directly related to an aircraft’s service. Aviation accidents are often the result of a number of causes and contributory factors, many of which have a human dimension to them. In some cases, human error is a factor in as high as 70% of aircraft accidents (Feggetter 2007). Hence, the challenge for accident investigators is how best to identify and mitigate the causal sequence of events leading up to an accident. The Human Factors Analysis and Classification System (HFACS) is a general human error framework originally developed and tested within the USA military as a tool for investigating and analysing human causes of aviation accidents (Li et al. 2008). The applicability of HFACS to the analysis of large-scale datasets of incidents and accidents has also been demonstrated in both civil and military aviation environments in Taiwan, India and Australia. Further, this framework has been extended and adapted to analyse the underlying human factors causes in accidents involving remotely piloted aircraft, aviation maintenance and railroad accidents. In Asia, Singapore has a strong and robust economy and operates one of the world’s most successful and recognisable airlines. It is therefore surprising that little is known about human error in the aviation context. Thus, one purpose of the present study is to assess the utility of the HFACS framework as an error analysis and classification tool for accidents/incidents in the aviation industry in Singapore. Specifically, HFACS will be applied to commercial aviation accident and incident records maintained by the Transportation Safety Investigation Bureau (TSIB) of the Ministry of Transport (MOT). The TSIB is the air, marine and rail accidents and incidents investigation authority in Singapore. Its mission is to promote transport safety through the conduct of independent investigations into air, marine and rail accidents and incidents. A comprehensive review of 75 accidents and incidents that occurred between October 2000 and December 2019 in Singapore has just been undertaken. This is currently being analysed within a HFACS context and the findings will be reported here. Thus, the utility of the HFACS framework will be appraised, an overview of the 75 accidents will be given, and more specific detail relating to human error will be reported. At a later stage, these findings will be compared with other countries in Asia where similar data is available. Researchers claim that the HFACS framework bridges the gap between theory and practice by providing safety professionals with a theoretical tool for identifying and classifying human errors in aviation mishaps (Wiegmann and Shappell 2001a, b, c). The system focuses on both latent and active failures and their interrelationships, thereby facilitating the identification of the underlying causes of human error. The findings from this research will allow safety managers, administrators and other aviation professionals working in airlines, airports and aviation regulatory organizations to analyse their safety programmes’ strengths and weaknesses. This will also contribute to the build-up of a comprehensive database in Southeast Asia. Finally, this study is unprecedented in Singapore and will offer new insights into the nature and trends of human factors in aircraft accidents and incidents.","","Mohandas HR,Weng TK","","2021","308–323","10.1007/978-3-030-77932-0_25","https://doi-org.proxy.bnl.lu/10.1007/978-3-030-77932-0_25;http://dx.doi.org/10.1007/978-3-030-77932-0_25","Conference Paper"
"I-Space: Future Retail Shop in South Korea","This project proposes an interactive system I-Space using Microsoft Kinect for regular retail stores in South Korea to adopt in their stores. I-Space hopefully will provide the regular stores more competitive edge against online stores by accommodating customer's shopping expectations. I-Space allow customers to browse product information and reviews in a secure and private manner using their own smart phone, at their own convenience. The researchers also dwell on the possibility of implementing I-Space in English-language-learning environment as an assistive learning tool.","","Jack LP,Cho K,Yang H,Jeon J,Ryu H","","2015","28–31","10.1145/2776888.2780365","https://doi-org.proxy.bnl.lu/10.1145/2776888.2780365;http://dx.doi.org/10.1145/2776888.2780365","Conference Paper"
"Image Steganography for Securing Secret Data Using Hybrid Hiding Model","Image steganography is the process of concealing the confidential message in digital images. The purpose of this research is to secure the transmission of an image from attackers. This research introduced an innovative Image Hiding Encryption and Decryption (IHED) for encrypting and decrypting images. Moreover, the encoding process is performed on the Mid-frequency (MF) values are identified by a novel Mid Search African Buffalo Model (MSABM). The efficiency of the proposed model is validated by applying some attacks such as a novel White Floor Square Attack (WFSA), RS steganalysis, Chi-square attack, and visual attack. Furthermore, the proposed methodology showed that the embedded image has high Peak Signal to Noise Ratio (PSNR), embedding rate, Structural Similarity Index Metric (SSIM) and reduced Mean Square Error (MSE). Finally, the proposed strategy is compared with existing approaches and achieved better results by increasing the security of embedded secrets in the steganography system.","","Kaur S,Bansal S,Bansal RK","","2021","7749–7769","10.1007/s11042-020-09939-7","https://doi-org.proxy.bnl.lu/10.1007/s11042-020-09939-7;http://dx.doi.org/10.1007/s11042-020-09939-7","Journal Article"
"Improving Every Child's Chance in Life","This article describes the results of a data mining project designed to explore the key drivers of the Australian Early Development Index (AEDI), a numerical indicator of early childhood development vulnerability. The work was conducted during GovHack 2013, a 48-hour Australian Open Data competition where participants were required to use published open data sets provided by various Australian government and other agencies. We applied advanced machine learning techniques (random forests, generalised boosted regression models and multivariate adaptive regression splines) to the South Australian state and national data to gain insights into the key drivers of AEDI and to quantify the levers that the state government, community and individuals could apply to improve the situation. We found that after accounting for the population specifics and socioeconomic conditions, for example unemployment level and Index of Relative Socioeconomic Disadvantage, the most important factors impacting early childhood development were lack of motor vehicle in the household, inability to afford buying medication and maternal smoking during pregnancy. We quantified the impact of each of these factors and suggested relevant potential Government interventions. We then visualised our findings and created a Web app that allowed various intervention strategies to be interactively explored, based on the derived relationship between early child development index and its key drivers.","","Kolyshkina I,Brownlow M,Taylor J","","2013","180–184","","","Conference Paper"
"Including Stakeholder Input in Formulating and Solving Real-World Optimisation Problems","Multi-objective evolutionary algorithms (MOEAs) are becoming increasingly popular for solving formal environmental and water resources optimisation problems. In the past, the focus of these studies has generally been on methodological issues related to the optimisation algorithm. However, in recent years, there has been increased recognition of the need to apply these approaches to real-world problems to facilitate the realisation of their full potential. In order to assist with this, a framework for including stakeholder input in real-world optimisation problems is introduced in this paper, including a conceptual framework and a procedure for implementing it. The framework is applied to an urban water supply security study for Adelaide, South Australia. This study highlights the role of stakeholder input at the various stages of the optimisation process, as well as the resulting changes in the formulation, analysis and results. A discussion of the lessons learnt from the case study is also provided. Framework for including stakeholder input in evolutionary algorithm optimisation.Stakeholder input included at all stages of optimisation process.Framework applied to urban water supply security study in Adelaide, South Australia.","","Wu W,Maier HR,Dandy GC,Leonard R,Bellette K,Cuddy S,Maheepala S","","2016","197–213","10.1016/j.envsoft.2016.02.012","https://doi-org.proxy.bnl.lu/10.1016/j.envsoft.2016.02.012;http://dx.doi.org/10.1016/j.envsoft.2016.02.012","Journal Article"
"Individualized Hiking Time Estimation","Route planning algorithms attempt to find the optimum path between two nodes in a graph, where a cost function specifies a weight for each edge. In many situations cost is related to distance or time. While time estimates are rather straightforward for automotive applications, real-world route planning for hiking and other outdoor activities requires careful consideration of a variety of different factors in order to produce reliable time estimates. Static estimates such as Naismith's Rule for estimating hike times do not consider individual factors such as a hiker's fitness or current progress along the trail. In this paper we address these aspects and develop a model for individual weight estimation that can be exploited in route planning applications. An evaluation conducted on GPS traces from hikes in South Tyrol, Italy indicates that the model can outperform Naismith's estimate by up to 23%.","","Pitman A,Zanker M,Gamper J,Andritsos P","","2012","101–105","10.1109/DEXA.2012.51","https://doi-org.proxy.bnl.lu/10.1109/DEXA.2012.51;http://dx.doi.org/10.1109/DEXA.2012.51","Conference Paper"
"Information Protection in Video Relay Services","This work in progress paper reports on initial research into the protection of information of the individuals that make use of video relay services. Our research team has developed an application called SignSupport, to aid in the communication between a text illiterate Deaf person and a non-signing pharmacist. After a Deaf person hands SignSupport to the pharmacist, s/he can view the prescription in South African Sign Language. SignSupport keeps personal and medical information on the phone that needs to be protected. This project focuses on the provision and security of voice and video over Internet Protocol transmission for video/voice relay integrated into SignSupport. Areas of research include: authentication methods, sign language video encryption techniques, and secure and protected data transit for an IP-based relay system. We also intend to implement and evaluate these security measures within the context of the South African Protection of Private Information Bill. Action research methodology will apply to this project, with consultation from inter-disciplinary groups such as the Deaf Community of Cape Town, legal experts, network and information security experts as well as application developers, for input and direction of this research.","","Henney AJ,Tucker WD","","2013","","10.1145/2537052.2537076","https://doi-org.proxy.bnl.lu/10.1145/2537052.2537076;http://dx.doi.org/10.1145/2537052.2537076","Conference Paper"
"Intelligent Autonomous System for Residential Water End Use Classification","Smart metering technology enables the capture of high resolution water consumption data.Intelligent algorithms autonomously categorise single and combined water end use events.Hybrid combination of HMM, ANN and DTW for pattern recognition problem.Expert system developed to autonomously disaggregate water use into end use categories. Over half of the world's population will live in urban areas in the next decade, which will impose significant pressure on water security. The advanced management of water resources and their consumption is pivotal to maintaining a sustainable water future. To contribute to this goal, the aim of this study was to develop an autonomous and intelligent system for residential water end-use classification that could interface with customers and water business managers via a user-friendly web-based application. Water flow data collected directly from smart water metres connected to dwellings includes both single (e.g., a shower event occurring alone) and combined (i.e., an event that comprises several overlapping single events) water end use events. The authors recently developed an intelligent application called Autoflow which served as a prototype tool to solve the complex problem of autonomously categorising residential water consumption data into a registry of single and combined events. However, this first prototype application achieved overall recognition accuracy of 85%, which is not sufficient for a commercial application. To improve this accuracy level, a larger dataset consisting of over 82,000 events from over 500 homes in Melbourne and South-east Queensland, Australia, were employed to derive a new single event recognition method employing a hybrid combination of Hidden Markov Model (HMM), Artificial Neural Networks (ANN) and the Dynamic Time Warping (DTW) algorithm. The classified single event registry was then used as the foundations of a sophisticated hybrid ANN-HMM combined event disaggregation module, which was able to strip apart concurrently occurring end use events. The new hybrid model's recognition accuracy ranged from 85.9% to 96.1% for single events and 81.8-91.5% for combined event disaggregation, which was a 4.9% and 8.0% improvement, respectively, when compared to the first prototype model. The developed Autoflow tool has far-reaching implications for enhanced urban water demand planning and management, sustained customer behaviour change through more granular water conservation awareness, and better customer satisfaction with water utility providers.","","Nguyen KA,Stewart RA,Zhang H,Jones C","","2015","118–131","10.1016/j.asoc.2015.03.007","https://doi-org.proxy.bnl.lu/10.1016/j.asoc.2015.03.007;http://dx.doi.org/10.1016/j.asoc.2015.03.007","Journal Article"
"International Large-Scale Vehicle Corpora for Research on Driver Behavior on the Road","This paper considers a comprehensive and collaborative project to collect large amounts of driving data on the road for use in a wide range of areas of vehicle-related research centered on driving behavior. Unlike previous data collection efforts, the corpora collected here contain both human and vehicle sensor data, together with rich and continuous transcriptions. While most efforts on in-vehicle research are generally focused within individual countries, this effort links a collaborative team from three diverse regions (i.e., Asia, American, and Europe). Details relating to the data collection paradigm, such as sensors, driver information, routes, and transcription protocols, are discussed, and a preliminary analysis of the data across the three data collection sites from the U.S. (Dallas), Japan (Nagoya), and Turkey (Istanbul) is provided. The usability of the corpora has been experimentally verified with a Cohen's kappa coefficient of 0.74 for transcription reliability, as well as being successfully exploited for several in-vehicle applications. Most importantly, the corpora are publicly available for research use and represent one of the first multination efforts to share resources and understand driver characteristics. Future work on distributing the corpora to the wider research community is also discussed.","","Takeda K,Hansen JH,Boyraz P,Malta L,Miyajima C,Abut H","","2011","1609–1623","10.1109/TITS.2011.2167680","https://doi-org.proxy.bnl.lu/10.1109/TITS.2011.2167680;http://dx.doi.org/10.1109/TITS.2011.2167680","Journal Article"
"Internet of Things Technology: Balancing Privacy Concerns with Convenience","","","Jeon H,Lee C","","2022","","10.1016/j.tele.2022.101816","https://doi-org.proxy.bnl.lu/10.1016/j.tele.2022.101816;http://dx.doi.org/10.1016/j.tele.2022.101816","Journal Article"
"Investigating the Impact of Face Categorization on Recognition Performance","Face recognition is a key biometric technology with a wide range of potential applications both in government and private sectors. Despite considerable progress in face recognition research over the past decade, today’s face recognition systems are not accurate or robust enough to be fully deployed in high security environments. In this paper, we investigate the impact of face categorization on recognition performance. In general, face categorization can be used as a filtering step to limit the search space during identification (e.g., a person categorized as a middle-aged, Asian male, needs to be compared only to subjects having the same profile). Our experimental results demonstrate that face categorization based on important visual characteristics such as gender, ethnicity, and age offers significant improvements in recognition performance including higher recognition accuracy, lower time requirements, and graceful degradation. Additional performance improvements can be expected by implementing ”category-specific” recognition subsystems that are optimized to discriminate more accurately between faces within the same face category rather than faces between other categories.","","Veropoulos K,Bebis G,Webster M","","2005","207–218","10.1007/11595755_26","https://doi-org.proxy.bnl.lu/10.1007/11595755_26;http://dx.doi.org/10.1007/11595755_26","Conference Paper"
"Investigating the Roles and Competencies of a Tangible Game Facilitator","TANKS is a tangible coding game that introduces coding to South African learners of ages 10-14yrs. It is aimed to initiate and stimulate learning using facilitators. Facilitators use untraditional teaching methods because they are highly influential on the potential success of the training. Also, facilitators undertook face-to-face contact sessions since TANKS require the use of a smart phone and tokens. Applying the feed-forward learning flow model, a supportive school leadership by principal or teachers creates an academic coding culture, which then will necessitate learners’ competitive behaviour through the adoption of a performance-based appraisal practice, measured by each game level completed, in order to improve coding interest and TANKS performance by learners. A phenomenological qualitative study design approach of 6 facilitators of face-to-face interview using an adapted semi-structured questionnaire was used. All interviews were audiotaped and transcribed verbatim. Thematic analysis using an explanation building strategy was applied in this study. Results identified some themes such as: “understanding of tangible game”, “facilitator's lived experience”, “roles of a facilitator”, “learner experience”, “qualities of a facilitator”, “facilitator-learner communication”, “team vs individual work” and “facilitator's challenges”. Each theme is further explained in the study. Limitations included small interviewee numbers as the threat of a nationwide pandemic loomed. By applying the feed-forward learning flow model, we conclude that a supportive school leadership by principal or teachers creates an academic coding culture, which then will necessitate learners’ competitive behaviour through the adoption of a performance-based appraisal practice, in order to improve coding interest and TANKS performance by learners.","","Greyling J,Oluwaseyi Tokosi T","","2020","118–125","10.1145/3410886.3410894","https://doi-org.proxy.bnl.lu/10.1145/3410886.3410894;http://dx.doi.org/10.1145/3410886.3410894","Conference Paper"
"Iris Image Classification Based on Hierarchical Visual Codebook","Iris recognition as a reliable method for personal identification has been well-studied with the objective to assign the class label of each iris image to a unique subject. In contrast, iris image classification aims to classify an iris image to an application specific category, e.g., iris liveness detection (classification of genuine and fake iris images), race classification (e.g., classification of iris images of Asian and non-Asian subjects), coarse-to-fine iris identification (classification of all iris images in the central database into multiple categories). This paper proposes a general framework for iris image classification based on texture analysis. A novel texture pattern representation method called Hierarchical Visual Codebook (HVC) is proposed to encode the texture primitives of iris images. The proposed HVC method is an integration of two existing Bag-of-Words models, namely Vocabulary Tree (VT), and Locality-constrained Linear Coding (LLC). The HVC adopts a coarse-to-fine visual coding strategy and takes advantages of both VT and LLC for accurate and sparse representation of iris texture. Extensive experimental results demonstrate that the proposed iris image classification method achieves state-of-the-art performance for iris liveness detection, race classification, and coarse-to-fine iris identification. A comprehensive fake iris image database simulating four types of iris spoof attacks is developed as the benchmark for research of iris liveness detection.","","Sun Z,Zhang H,Tan T,Wang J","","2014","1120–1133","10.1109/TPAMI.2013.234","https://doi-org.proxy.bnl.lu/10.1109/TPAMI.2013.234;http://dx.doi.org/10.1109/TPAMI.2013.234","Journal Article"
"Knowledge-Based Paradigms and Their Applications in Industry","The Knowledge-Based Intelligent Engineering Systems Centre (KES) was established to provide a focus in South Australia for research and teaching activity in the area of intelligent information systems, defence and health industries. The overall goal is to synergise contributions from researchers in disciplines such as engineering, information technology, science, commerce and security.Knowledge-based paradigms offer many advantages such as learning and generalisation over conventional techniques. Knowledge-based Intelligent Engineering Systems Centre aims to provide applied research support to the Information, Defence and Health Industries.This talk will report the progress made in some of our research projects undertaken including aircraft landing support, teaming in multi-agent systems and hidden object detection. This talk will mainly focus on the industrial applications of knowledge-based paradigms.","","Jain LC","","2008","3–4","","","Conference Paper"
"Korea's Strategies for Mobile Technology Standards in Smart Ecosystem","Prior to the introduction of smartphones, South Korea's mobile market had already recognised the early construction of 3.5G technology HSDPA, WiBro, commercial networks, and advanced networks as an important strategy to gain competitive advantage over the market. With the emergence of a smart ecosystem, however, the competition over 4G technical standards is considered to be vital for securing the mobile operating systems and collaborations with participants within the ecosystem, such as the alliances between the devices and content providers. Thus, departing from the viewpoint that a mobile carrier-led network is required to make constant investments and improvements to help create a competitive advantage over the market. Hence, this study targets South Korea's mobile market, to analyse the different 4G mobile standard technologies that were simultaneously commercialised for the first time in the world, to examine the mobile carriers' strategies to dominate the 4G technical standards with the introduction of smartphones, and to provide implications derived from the study.","","","","2017","20–28","10.1504/IJAMC.2017.10004901","https://doi-org.proxy.bnl.lu/10.1504/IJAMC.2017.10004901;http://dx.doi.org/10.1504/IJAMC.2017.10004901","Journal Article"
"LCMS: Design, Development and Implementing Experience","Finding a solution for e-learning is one of the main concerns of modern universities. The solution of this complex issue acquires broader approach included in the strategy of the institution. From the technical point of view it means building e-learning platform - e-learning system. E-learning platforms are applications used for delivery of learning content and facilitation of learning process. They are developed for administration and teaching in tertiary education. This software enables the administrators and lecturers to treat enrolment data electronically and offer electronic access to course materials. In addition to managing the administrative functions of online learning, some systems helps create, reuse, locate, deliver, manage, and improve learning content. These systems are called Learning Content Management Systems (LCMS). As part of the research project team, which aims to develop software for Learning Content Management System at SEE University, we primarily had to select the features that would cover our needs and also comply with the actual trends in this area and then design and develop the system. In this paper we present the in house development of an LCMS for South East European University, its architecture, conception and strengths.","","Abazi-Bexheti L","","2008","367–372","","","Conference Paper"
"Large Scale Measurement and Analytics on Social Groups of Device-to-Device Sharing in Mobile Social Networks","Recently many studies demonstrate that exploiting the Device-to-Device (D2D) content sharing in offline Mobile Social Networks (MSNs) is a promising solution to offload cellular data to local connectivities in proximity to reduce the duplicated cellular transmissions via the backbone network demanded by nearby users and hence to improve users' quality of service (QoS). However, related D2D-based social sharing and offloading proposals are based on either assumptions and theoretical models, or limited data-driven analysis caused by small scale of data sets (e.g. hundreds of MSN users) or single-dimensional feature (e.g. human mobility only), which severely restricts applications in practice. In this paper, we perform the large-scale measurement and analytics on D2D-based content sharing groups from the perspective of social networks via the platform of Xender, one of leading global D2D sharing platforms in Asia. This D2D sharing data is a precious offline social relationship that reflects the characteristics of large-scale offline users. We analyze the behaviors of about 40 million users with 443 million D2D transmissions of 17 million files in 865 thousand social groups, and unveil the details of social structure properties, network motifs, cascade trees of friendship and propagation which are helpful for improving social D2D sharing services.","","Wang S,Zhang Y,Wang H,Huang Z,Wang X,Jiang T","","2018","203–215","10.1007/s11036-017-0927-5","https://doi-org.proxy.bnl.lu/10.1007/s11036-017-0927-5;http://dx.doi.org/10.1007/s11036-017-0927-5","Journal Article"
